src,dst,weight
ritchieng/the-incredible-pytorch,ashishpatel26/Andrew-NG-Notes,4
ritchieng/the-incredible-pytorch,deep-learning-with-pytorch/dlwpt-code,4
ritchieng/the-incredible-pytorch,DiscreetAI/decentralized-ml,4
OpenMOSS/MOSS,kennethleungty/Llama-2-Open-Source-LLM-CPU-Inference,4
allenai/allennlp,jadore801120/attention-is-all-you-need-pytorch,4
allenai/allennlp,stanfordnlp/stanza,5
allenai/allennlp,Nyandwi/machine_learning_complete,4
allenai/allennlp,thunlp/OpenPrompt,4
allenai/allennlp,dsgiitr/d2l-pytorch,4
allenai/allennlp,Moataz-Elmesmary/Data-Science-Roadmap,4
allenai/allennlp,ml-tooling/ml-workspace,5
allenai/allennlp,DSKSD/DeepNLP-models-Pytorch,4
allenai/allennlp,explosion/thinc,5
allenai/allennlp,huggingface/knockknock,4
allenai/allennlp,github/CodeSearchNet,5
allenai/allennlp,hemansnation/AI-Engineer-Headquarters,5
allenai/allennlp,girafe-ai/ml-course,4
allenai/allennlp,catalyst-team/catalyst,4
allenai/allennlp,lazyprogrammer/machine_learning_examples,4
allenai/allennlp,ashishpatel26/Andrew-NG-Notes,4
allenai/allennlp,microsoft/FLAML,4
allenai/allennlp,GokuMohandas/mlops-course,5
allenai/allennlp,teddylee777/machine-learning,4
allenai/allennlp,chiphuyen/lazynlp,4
allenai/allennlp,PetrochukM/PyTorch-NLP,5
allenai/allennlp,delip/PyTorchNLPBook,4
allenai/allennlp,graph4ai/graph4nlp,4
allenai/allennlp,superlinked/sie,4
allenai/allennlp,bfelbo/DeepMoji,4
allenai/allennlp,code-kern-ai/refinery,5
allenai/allennlp,SwanHubX/SwanLab,4
allenai/allennlp,datadreamer-dev/DataDreamer,5
allenai/allennlp,kennethleungty/Llama-2-Open-Source-LLM-CPU-Inference,4
allenai/allennlp,Denis2054/Transformers-for-NLP-2nd-Edition,5
allenai/allennlp,abhimishra91/transformers-tutorials,4
allenai/allennlp,mindspore-lab/mindnlp,4
allenai/allennlp,ashishpatel26/Treasure-of-Transformers,4
allenai/allennlp,achuthasubhash/Complete-Life-Cycle-of-a-Data-Science-Project,4
allenai/allennlp,bharathgs/Awesome-Distributed-Deep-Learning,4
speechbrain/speechbrain,espnet/espnet,7
speechbrain/speechbrain,tensorflow/lingvo,4
speechbrain/speechbrain,pyannote/pyannote-audio,5
speechbrain/speechbrain,FunAudioLLM/SenseVoice,4
speechbrain/speechbrain,Blaizzy/mlx-audio,4
speechbrain/speechbrain,hiyouga/ChatGLM-Efficient-Tuning,4
speechbrain/speechbrain,linto-ai/whisper-timestamped,8
speechbrain/speechbrain,ARahim3/mlx-tune,5
speechbrain/speechbrain,yeyupiaoling/Whisper-Finetune,5
speechbrain/speechbrain,MahmoudAshraf97/whisper-diarization,4
speechbrain/speechbrain,Purfview/whisper-standalone-win,4
speechbrain/speechbrain,coqui-ai/STT,5
speechbrain/speechbrain,mravanelli/pytorch-kaldi,4
speechbrain/speechbrain,wq2012/awesome-diarization,4
speechbrain/speechbrain,Delta-ML/delta,4
speechbrain/speechbrain,NVIDIA/OpenSeq2Seq,4
speechbrain/speechbrain,coqui-ai/open-speech-corpora,5
speechbrain/speechbrain,ictnlp/StreamSpeech,6
speechbrain/speechbrain,mravanelli/SincNet,9
speechbrain/speechbrain,lhotse-speech/lhotse,4
speechbrain/speechbrain,FunAudioLLM/Fun-ASR,4
speechbrain/speechbrain,nyrahealth/CrisperWhisper,4
speechbrain/speechbrain,yeyupiaoling/PPASR,4
speechbrain/speechbrain,yeyupiaoling/PaddlePaddle-DeepSpeech,4
speechbrain/speechbrain,yeyupiaoling/MASR,5
speechbrain/speechbrain,Picovoice/speech-to-text-benchmark,4
speechbrain/speechbrain,iceychris/LibreASR,4
speechbrain/speechbrain,soniqo/speech-swift,4
speechbrain/speechbrain,Picovoice/cheetah,4
speechbrain/speechbrain,hirofumi0810/neural_sp,4
speechbrain/speechbrain,shashikg/WhisperS2T,4
speechbrain/speechbrain,microsoft/UniSpeech,5
speechbrain/speechbrain,Picovoice/leopard,4
speechbrain/speechbrain,YuanGongND/ltu,4
speechbrain/speechbrain,jonatasgrosman/huggingsound,5
speechbrain/speechbrain,double22a/speech_dataset,7
speechbrain/speechbrain,revdotcom/reverb,6
milesial/Pytorch-UNet,NVIDIA/MinkowskiEngine,4
milesial/Pytorch-UNet,KupynOrest/DeblurGAN,4
milesial/Pytorch-UNet,TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,4
milesial/Pytorch-UNet,ayoolaolafenwa/PixelLib,4
milesial/Pytorch-UNet,wkentaro/pytorch-fcn,4
milesial/Pytorch-UNet,rezazad68/BCDU-Net,4
milesial/Pytorch-UNet,thuyngch/Human-Segmentation-PyTorch,4
milesial/Pytorch-UNet,sacmehta/ESPNetv2,4
Jack-Cherish/PythonPark,vietnh1009/Super-mario-bros-PPO-pytorch,4
Jack-Cherish/PythonPark,teddylee777/machine-learning,4
Jack-Cherish/PythonPark,deep-learning-with-pytorch/dlwpt-code,4
Jack-Cherish/PythonPark,linto-ai/whisper-timestamped,4
Jack-Cherish/PythonPark,gordicaleksa/pytorch-original-transformer,4
huggingface/text-generation-inference,bigscience-workshop/petals,7
huggingface/text-generation-inference,AutoGPTQ/AutoGPTQ,5
huggingface/text-generation-inference,thunlp/OpenPrompt,4
huggingface/text-generation-inference,guillaume-be/rust-bert,4
huggingface/text-generation-inference,curiousily/Getting-Things-Done-with-Pytorch,4
huggingface/text-generation-inference,vllm-project/vllm,4
huggingface/text-generation-inference,hiyouga/FastEdit,4
huggingface/text-generation-inference,datadreamer-dev/DataDreamer,4
huggingface/text-generation-inference,explosion/curated-transformers,4
phillipi/pix2pix,advimman/lama,4
phillipi/pix2pix,open-mmlab/mmagic,4
phillipi/pix2pix,NVIDIA/pix2pixHD,7
phillipi/pix2pix,junyanz/iGAN,8
phillipi/pix2pix,podgorskiy/ALAE,4
phillipi/pix2pix,KupynOrest/DeblurGAN,6
phillipi/pix2pix,Fantasy-Studio/Paint-by-Example,4
phillipi/pix2pix,koba-jon/pytorch_cpp,4
Megvii-BaseDetection/YOLOX,curiousily/Getting-Things-Done-with-Pytorch,4
Megvii-BaseDetection/YOLOX,open-mmlab/mmdeploy,6
Megvii-BaseDetection/YOLOX,RangiLyu/nanodet,5
Megvii-BaseDetection/YOLOX,Tencent/TNN,5
Megvii-BaseDetection/YOLOX,lucasjinreal/yolov7_d2,5
Megvii-BaseDetection/YOLOX,openvinotoolkit/nncf,5
Megvii-BaseDetection/YOLOX,xlite-dev/lite.ai.toolkit,4
Megvii-BaseDetection/YOLOX,open-mmlab/mmyolo,5
Megvii-BaseDetection/YOLOX,ayooshkathuria/pytorch-yolo-v3,4
Megvii-BaseDetection/YOLOX,tinyvision/DAMO-YOLO,6
Megvii-BaseDetection/YOLOX,shouxieai/tensorRT_Pro,5
Megvii-BaseDetection/YOLOX,jolibrain/deepdetect,5
Megvii-BaseDetection/YOLOX,zzh8829/yolov3-tf2,4
Megvii-BaseDetection/YOLOX,WongKinYiu/ScaledYOLOv4,5
Megvii-BaseDetection/YOLOX,marcoslucianops/DeepStream-Yolo,4
Megvii-BaseDetection/YOLOX,dog-qiuqiu/MobileNet-Yolo,5
Megvii-BaseDetection/YOLOX,cmdbug/YOLOv5_NCNN,4
Megvii-BaseDetection/YOLOX,lightly-ai/lightly-train,4
Megvii-BaseDetection/YOLOX,open-edge-platform/training_extensions,4
Megvii-BaseDetection/YOLOX,GeekAlexis/FastMOT,4
Megvii-BaseDetection/YOLOX,taehoonlee/tensornets,4
Megvii-BaseDetection/YOLOX,koba-jon/pytorch_cpp,4
openvinotoolkit/openvino,PaddlePaddle/models,4
openvinotoolkit/openvino,SkalskiP/courses,6
openvinotoolkit/openvino,OFA-Sys/Chinese-CLIP,4
openvinotoolkit/openvino,rohitg00/ai-engineering-from-scratch,6
openvinotoolkit/openvino,AutoGPTQ/AutoGPTQ,4
openvinotoolkit/openvino,thunlp/OpenPrompt,4
openvinotoolkit/openvino,yanshengjia/ml-road,4
openvinotoolkit/openvino,luban-agi/Awesome-AIGC-Tutorials,4
openvinotoolkit/openvino,aurelio-labs/semantic-router,4
openvinotoolkit/openvino,neuralmagic/deepsparse,4
openvinotoolkit/openvino,explosion/thinc,4
openvinotoolkit/openvino,huggingface/knockknock,4
openvinotoolkit/openvino,curiousily/Getting-Things-Done-with-Pytorch,4
openvinotoolkit/openvino,amusi/Deep-Learning-Interview-Book,4
openvinotoolkit/openvino,open-mmlab/mmagic,4
openvinotoolkit/openvino,WeThinkIn/AIGC-Interview-Book,4
openvinotoolkit/openvino,openvinotoolkit/openvino_notebooks,4
openvinotoolkit/openvino,changyeyu/LLM-RL-Visualized,4
openvinotoolkit/openvino,neomatrix369/awesome-ai-ml-dl,4
openvinotoolkit/openvino,dair-ai/Transformers-Recipe,4
openvinotoolkit/openvino,bfelbo/DeepMoji,4
openvinotoolkit/openvino,code-kern-ai/refinery,4
openvinotoolkit/openvino,superduper-io/superduper,4
openvinotoolkit/openvino,cdpierse/transformers-interpret,5
openvinotoolkit/openvino,PrunaAI/pruna,6
openvinotoolkit/openvino,openvinotoolkit/nncf,4
openvinotoolkit/openvino,datadreamer-dev/DataDreamer,4
openvinotoolkit/openvino,kennethleungty/Llama-2-Open-Source-LLM-CPU-Inference,4
openvinotoolkit/openvino,Denis2054/Transformers-for-NLP-2nd-Edition,4
openvinotoolkit/openvino,abhimishra91/transformers-tutorials,4
openvinotoolkit/openvino,aniketpotabatti/Data-Science-EBooks,4
openvinotoolkit/openvino,rnchg/APT,5
openvinotoolkit/openvino,gabriben/awesome-generative-information-retrieval,4
openvinotoolkit/openvino,Fantasy-Studio/Paint-by-Example,4
openvinotoolkit/openvino,mindspore-lab/mindnlp,4
openvinotoolkit/openvino,albarji/mixture-of-diffusers,4
openvinotoolkit/openvino,Delta-ML/delta,4
openvinotoolkit/openvino,alexsosn/iOS_ML,4
openvinotoolkit/openvino,leerumor/ai-study,4
openvinotoolkit/openvino,bharathgs/Awesome-Distributed-Deep-Learning,4
mozilla/TTS,readbeyond/aeneas,4
mozilla/TTS,teddylee777/machine-learning,4
mozilla/TTS,OpenBMB/VoxCPM,5
mozilla/TTS,netease-youdao/EmotiVoice,6
mozilla/TTS,jaywalnut310/vits,4
mozilla/TTS,yl4579/StyleTTS2,4
mozilla/TTS,snakers4/silero-models,4
mozilla/TTS,linto-ai/whisper-timestamped,4
mozilla/TTS,guan-yuan/Awesome-Singing-Voice-Synthesis-and-Singing-Voice-Conversion,4
mozilla/TTS,lhotse-speech/lhotse,4
mozilla/TTS,double22a/speech_dataset,4
mozilla/TTS,gia-guar/JARVIS-ChatGPT,4
bigscience-workshop/petals,hiyouga/LlamaFactory,4
bigscience-workshop/petals,jessevig/bertviz,4
bigscience-workshop/petals,stanfordnlp/stanza,4
bigscience-workshop/petals,deeppavlov/DeepPavlov,4
bigscience-workshop/petals,microsoft/nlp-recipes,4
bigscience-workshop/petals,OFA-Sys/Chinese-CLIP,4
bigscience-workshop/petals,lonePatient/awesome-pretrained-chinese-nlp-models,4
bigscience-workshop/petals,AutoGPTQ/AutoGPTQ,5
bigscience-workshop/petals,Nyandwi/machine_learning_complete,4
bigscience-workshop/petals,thunlp/OpenPrompt,4
bigscience-workshop/petals,yanshengjia/ml-road,4
bigscience-workshop/petals,trigaten/Learn_Prompting,4
bigscience-workshop/petals,LLMBook-zh/LLMBook-zh.github.io,4
bigscience-workshop/petals,mosaicml/llm-foundry,4
bigscience-workshop/petals,ModelTC/LightLLM,4
bigscience-workshop/petals,yuanzhoulvpi2017/zero_nlp,4
bigscience-workshop/petals,ml-tooling/ml-workspace,5
bigscience-workshop/petals,jaymody/picoGPT,5
bigscience-workshop/petals,guillaume-be/rust-bert,5
bigscience-workshop/petals,explosion/thinc,4
bigscience-workshop/petals,huggingface/neuralcoref,4
bigscience-workshop/petals,huggingface/knockknock,4
bigscience-workshop/petals,curiousily/Getting-Things-Done-with-Pytorch,5
bigscience-workshop/petals,github/CodeSearchNet,4
bigscience-workshop/petals,WeThinkIn/AIGC-Interview-Book,4
bigscience-workshop/petals,Charmve/computer-vision-in-action,4
bigscience-workshop/petals,rasbt/reasoning-from-scratch,4
bigscience-workshop/petals,ashishpatel26/Andrew-NG-Notes,4
bigscience-workshop/petals,PKU-Alignment/safe-rlhf,4
bigscience-workshop/petals,huggingface/huggingface_hub,4
bigscience-workshop/petals,teddylee777/machine-learning,4
bigscience-workshop/petals,young-geng/EasyLM,5
bigscience-workshop/petals,PetrochukM/PyTorch-NLP,4
bigscience-workshop/petals,delip/PyTorchNLPBook,4
bigscience-workshop/petals,SqueezeAILab/LLMCompiler,4
bigscience-workshop/petals,graph4ai/graph4nlp,4
bigscience-workshop/petals,neomatrix369/awesome-ai-ml-dl,4
bigscience-workshop/petals,microsoft/Semi-supervised-learning,4
bigscience-workshop/petals,bfelbo/DeepMoji,4
bigscience-workshop/petals,vllm-project/vllm,4
bigscience-workshop/petals,OptimalScale/LMFlow,4
bigscience-workshop/petals,timeseriesAI/tsai,4
bigscience-workshop/petals,mosaicml/composer,4
bigscience-workshop/petals,awslabs/gluonts,4
bigscience-workshop/petals,christianversloot/machine-learning-articles,5
bigscience-workshop/petals,osmr/imgclsmob,4
bigscience-workshop/petals,alibaba/EasyNLP,5
bigscience-workshop/petals,hiyouga/FastEdit,6
bigscience-workshop/petals,Tongjilibo/bert4torch,4
bigscience-workshop/petals,datadreamer-dev/DataDreamer,5
bigscience-workshop/petals,kennethleungty/Llama-2-Open-Source-LLM-CPU-Inference,6
bigscience-workshop/petals,Denis2054/Transformers-for-NLP-2nd-Edition,4
bigscience-workshop/petals,explosion/curated-transformers,5
bigscience-workshop/petals,hollobit/GenAI_LLM_timeline,4
bigscience-workshop/petals,om-ai-lab/OmAgent,4
bigscience-workshop/petals,X-PLUG/mPLUG-Owl,6
bigscience-workshop/petals,darrenburns/elia,4
bigscience-workshop/petals,zjukg/KG-LLM-Papers,4
bigscience-workshop/petals,explosion/spacy-llm,5
bigscience-workshop/petals,GradientHQ/parallax,6
bigscience-workshop/petals,lightly-ai/lightly-train,4
bigscience-workshop/petals,ashishpatel26/Treasure-of-Transformers,5
bigscience-workshop/petals,benedekrozemberczki/GraphWaveletNeuralNetwork,4
bigscience-workshop/petals,benedekrozemberczki/SGCN,4
bigscience-workshop/petals,AnshMittal1811/MachineLearning-AI,4
bigscience-workshop/petals,bharathgs/Awesome-Distributed-Deep-Learning,5
google-deepmind/sonnet,deeppavlov/DeepPavlov,4
google-deepmind/sonnet,dragen1860/TensorFlow-2.x-Tutorials,4
google-deepmind/sonnet,Nyandwi/machine_learning_complete,4
google-deepmind/sonnet,ml-tooling/ml-workspace,4
google-deepmind/sonnet,explosion/thinc,4
google-deepmind/sonnet,github/CodeSearchNet,4
google-deepmind/sonnet,tensorpack/tensorpack,4
google-deepmind/sonnet,google-deepmind/dm_control,4
google-deepmind/sonnet,polyaxon/polyaxon,4
google-deepmind/sonnet,lgsvl/simulator,4
google-deepmind/sonnet,nivu/ai_all_resources,5
google-deepmind/sonnet,teddylee777/machine-learning,4
google-deepmind/sonnet,neomatrix369/awesome-ai-ml-dl,4
google-deepmind/sonnet,bfelbo/DeepMoji,4
google-deepmind/sonnet,flwrlabs/flower,4
google-deepmind/sonnet,awslabs/gluonts,4
google-deepmind/sonnet,google-deepmind/graph_nets,4
google-deepmind/sonnet,transcranial/keras-js,4
google-deepmind/sonnet,blei-lab/edward,4
google-deepmind/sonnet,tensorflow/probability,4
google-deepmind/sonnet,TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,4
google-deepmind/sonnet,christianversloot/machine-learning-articles,4
google-deepmind/sonnet,raghakot/keras-vis,4
google-deepmind/sonnet,analyticalrohit/AI-ML-Cheatsheets,4
google-deepmind/sonnet,chonyy/AI-basketball-analysis,4
google-deepmind/sonnet,curiousily/Deep-Learning-For-Hackers,5
google-deepmind/sonnet,ayoolaolafenwa/PixelLib,4
google-deepmind/sonnet,manideep2510/eye-in-the-sky,4
skypilot-org/skypilot,rllm-org/rllm,5
skypilot-org/skypilot,tensorflow/adanet,5
skypilot-org/skypilot,determined-ai/determined,7
skypilot-org/skypilot,Netflix/metaflow,6
skypilot-org/skypilot,bentoml/BentoML,4
skypilot-org/skypilot,FedML-AI/FedML,4
advimman/lama,roboflow/notebooks,4
advimman/lama,open-mmlab/mmagic,5
advimman/lama,NVIDIA/pix2pixHD,6
advimman/lama,KaiyangZhou/deep-person-reid,4
advimman/lama,dmMaze/BallonsTranslator,4
advimman/lama,junyanz/iGAN,4
advimman/lama,podgorskiy/ALAE,5
advimman/lama,Charmve/computer-vision-in-action,4
advimman/lama,KupynOrest/DeblurGAN,4
advimman/lama,MorvanZhou/PyTorch-Tutorial,4
advimman/lama,qqlu/Entity,4
advimman/lama,wasidennis/AdaptSegNet,4
advimman/lama,AnshMittal1811/MachineLearning-AI,4
OpenMined/PySyft,obss/sahi,4
OpenMined/PySyft,flwrlabs/flower,4
OpenMined/PySyft,TsingZ0/PFLlib,4
OpenMined/PySyft,AshwinRJ/Federated-Learning-PyTorch,4
OpenMined/PySyft,achuthasubhash/Complete-Life-Cycle-of-a-Data-Science-Project,4
OpenMined/PySyft,wenzhu23333/Differential-Privacy-Based-Federated-Learning,4
OpenMined/PySyft,p2pfl/p2pfl,4
OpenMined/PySyft,anupamkliv/FedERA,4
OpenMined/PySyft,Minki-Kim95/Federated-Learning-and-Split-Learning-with-raspberry-pi,4
OpenMined/PySyft,TsingZ0/FL-IoT,4
OpenMined/PySyft,KaiyuanZh/FLIP,4
OpenMined/PySyft,DiscreetAI/decentralized-ml,5
microsoft/computervision-recipes,stanfordnlp/stanza,4
microsoft/computervision-recipes,SkalskiP/courses,4
microsoft/computervision-recipes,haifengl/smile,4
microsoft/computervision-recipes,dragen1860/TensorFlow-2.x-Tutorials,4
microsoft/computervision-recipes,rohitg00/ai-engineering-from-scratch,5
microsoft/computervision-recipes,Nyandwi/machine_learning_complete,5
microsoft/computervision-recipes,Moataz-Elmesmary/Data-Science-Roadmap,4
microsoft/computervision-recipes,ml-tooling/ml-workspace,6
microsoft/computervision-recipes,HenryNdubuaku/maths-cs-ai-compendium,5
microsoft/computervision-recipes,explosion/thinc,4
microsoft/computervision-recipes,huggingface/knockknock,4
microsoft/computervision-recipes,curiousily/Getting-Things-Done-with-Pytorch,5
microsoft/computervision-recipes,github/CodeSearchNet,4
microsoft/computervision-recipes,roboflow/notebooks,6
microsoft/computervision-recipes,CVHub520/X-AnyLabeling,6
microsoft/computervision-recipes,dusty-nv/jetson-inference,4
microsoft/computervision-recipes,SerpentAI/SerpentAI,5
microsoft/computervision-recipes,amusi/daily-paper-computer-vision,4
microsoft/computervision-recipes,lance-format/lance,5
microsoft/computervision-recipes,amusi/AI-Job-Notes,5
microsoft/computervision-recipes,paperswithcode/ai-deadlines,4
microsoft/computervision-recipes,dmlc/gluon-cv,5
microsoft/computervision-recipes,obss/sahi,5
microsoft/computervision-recipes,amdegroot/ssd.pytorch,4
microsoft/computervision-recipes,sreeharierk/datascience,4
microsoft/computervision-recipes,roboflow/sports,4
microsoft/computervision-recipes,idealo/image-super-resolution,5
microsoft/computervision-recipes,astorfi/TensorFlow-World,4
microsoft/computervision-recipes,chrieke/awesome-satellite-imagery-datasets,4
microsoft/computervision-recipes,hemansnation/AI-Engineer-Headquarters,5
microsoft/computervision-recipes,ZhaoJ9014/face.evoLVe,4
microsoft/computervision-recipes,podgorskiy/ALAE,4
microsoft/computervision-recipes,girafe-ai/ml-course,4
microsoft/computervision-recipes,catalyst-team/catalyst,7
microsoft/computervision-recipes,louisfb01/best_AI_papers_2022,5
microsoft/computervision-recipes,louisfb01/best_AI_papers_2021,5
microsoft/computervision-recipes,Charmve/computer-vision-in-action,5
microsoft/computervision-recipes,SharpAI/DeepCamera,5
microsoft/computervision-recipes,CVCUDA/CV-CUDA,4
microsoft/computervision-recipes,autodistill/autodistill,5
microsoft/computervision-recipes,KupynOrest/DeblurGAN,4
microsoft/computervision-recipes,lazyprogrammer/machine_learning_examples,4
microsoft/computervision-recipes,tensorlayer/TensorLayer,4
microsoft/computervision-recipes,rasbt/reasoning-from-scratch,4
microsoft/computervision-recipes,polyaxon/polyaxon,5
microsoft/computervision-recipes,ashishpatel26/Andrew-NG-Notes,4
microsoft/computervision-recipes,microsoft/tensorwatch,5
microsoft/computervision-recipes,tirthajyoti/Data-science-best-resources,5
microsoft/computervision-recipes,tirthajyoti/Papers-Literature-ML-DL-RL-AI,4
microsoft/computervision-recipes,easy-tensorflow/easy-tensorflow,5
microsoft/computervision-recipes,MaximeVandegar/Papers-in-100-Lines-of-Code,4
microsoft/computervision-recipes,lgsvl/simulator,4
microsoft/computervision-recipes,mrsaeeddev/free-ai-resources,4
microsoft/computervision-recipes,YunYang1994/TensorFlow2.0-Examples,4
microsoft/computervision-recipes,nivu/ai_all_resources,6
microsoft/computervision-recipes,microsoft/FLAML,5
microsoft/computervision-recipes,CodeCutTech/Data-science,4
microsoft/computervision-recipes,GokuMohandas/mlops-course,4
microsoft/computervision-recipes,teddylee777/machine-learning,4
microsoft/computervision-recipes,dipanjanS/practical-machine-learning-with-python,6
microsoft/computervision-recipes,Honlan/DeepInterests,4
microsoft/computervision-recipes,youngfish42/Awesome-FL,4
microsoft/computervision-recipes,justmarkham/DAT8,4
microsoft/computervision-recipes,code-kern-ai/refinery,5
microsoft/computervision-recipes,flwrlabs/flower,4
microsoft/computervision-recipes,NVIDIA/DALI,4
microsoft/computervision-recipes,awslabs/gluonts,4
microsoft/computervision-recipes,rasbt/python-machine-learning-book-2nd-edition,4
microsoft/computervision-recipes,thtrieu/darkflow,5
microsoft/computervision-recipes,jonkrohn/ML-foundations,4
microsoft/computervision-recipes,TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,5
microsoft/computervision-recipes,SwanHubX/SwanLab,4
microsoft/computervision-recipes,determined-ai/determined,4
microsoft/computervision-recipes,PrunaAI/pruna,4
microsoft/computervision-recipes,analyticalrohit/AI-ML-Cheatsheets,5
microsoft/computervision-recipes,alephpi/Texo,4
microsoft/computervision-recipes,Netflix/metaflow,4
microsoft/computervision-recipes,aniketpotabatti/Data-Science-EBooks,5
microsoft/computervision-recipes,rnchg/APT,4
microsoft/computervision-recipes,mikeroyal/Machine-Learning-Guide,4
microsoft/computervision-recipes,davidADSP/Generative_Deep_Learning_2nd_Edition,4
microsoft/computervision-recipes,OlafenwaMoses/ImageAI,4
microsoft/computervision-recipes,jolibrain/deepdetect,4
microsoft/computervision-recipes,tryolabs/luminoth,5
microsoft/computervision-recipes,extreme-assistant/ICCV2023-Paper-Code-Interpretation,5
microsoft/computervision-recipes,amusi/ECCV2024-Papers-with-Code,4
microsoft/computervision-recipes,roboflow/inference,4
microsoft/computervision-recipes,azavea/raster-vision,4
microsoft/computervision-recipes,visual-layer/fastdup,6
microsoft/computervision-recipes,symisc/sod,5
microsoft/computervision-recipes,john-rocky/CoreML-Models,4
microsoft/computervision-recipes,BloodAxe/pytorch-toolbelt,6
microsoft/computervision-recipes,lightly-ai/lightly-train,5
microsoft/computervision-recipes,fendouai/OpenCVTutorials,5
microsoft/computervision-recipes,balavenkatesh3322/CV-pretrained-model,5
microsoft/computervision-recipes,ahmetozlu/tensorflow_object_counting_api,6
microsoft/computervision-recipes,digantamisra98/Mish,4
microsoft/computervision-recipes,chonyy/AI-basketball-analysis,5
microsoft/computervision-recipes,open-edge-platform/training_extensions,5
microsoft/computervision-recipes,curiousily/Deep-Learning-For-Hackers,5
microsoft/computervision-recipes,ayoolaolafenwa/PixelLib,6
microsoft/computervision-recipes,PAIR-code/saliency,4
microsoft/computervision-recipes,Unity-Technologies/com.unity.perception,4
microsoft/computervision-recipes,deepVector/geospatial-machine-learning,4
microsoft/computervision-recipes,gmalivenko/awesome-computer-vision-models,5
microsoft/computervision-recipes,gbstack/CVPR-2022-papers,4
microsoft/computervision-recipes,lannguyen0910/food-recognition,4
microsoft/computervision-recipes,manideep2510/eye-in-the-sky,4
microsoft/computervision-recipes,alexsosn/iOS_ML,4
microsoft/computervision-recipes,mravanelli/SincNet,4
microsoft/computervision-recipes,stellargraph/stellargraph,4
microsoft/computervision-recipes,amaiya/ktrain,4
microsoft/computervision-recipes,OmicsML/dance,4
microsoft/computervision-recipes,khuangaf/PyTorch-Geometric-YooChoose,4
microsoft/computervision-recipes,AnshMittal1811/MachineLearning-AI,5
microsoft/computervision-recipes,achuthasubhash/Complete-Life-Cycle-of-a-Data-Science-Project,4
microsoft/computervision-recipes,1duo/awesome-ai-infrastructures,4
microsoft/computervision-recipes,bharathgs/Awesome-Distributed-Deep-Learning,4
microsoft/computervision-recipes,QVQZZZ/HeFlwr,4
microsoft/computervision-recipes,Lee-Gihun/FedNTD,4
microsoft/computervision-recipes,CyberDataLab/nebula,4
microsoft/computervision-recipes,naveed88375/AI-ML,5
yzhao062/pyod,curiousily/Getting-Things-Done-with-Pytorch,5
yzhao062/pyod,autodistill/autodistill,4
yzhao062/pyod,tirthajyoti/Papers-Literature-ML-DL-RL-AI,4
yzhao062/pyod,mrsaeeddev/free-ai-resources,4
yzhao062/pyod,awslabs/gluonts,4
yzhao062/pyod,aniketpotabatti/Data-Science-EBooks,4
yzhao062/pyod,yzhao062/anomaly-detection-resources,7
yzhao062/pyod,visual-layer/fastdup,4
yzhao062/pyod,safe-graph/graph-fraud-detection-papers,8
yzhao062/pyod,pygod-team/pygod,5
yzhao062/pyod,safe-graph/DGFraud,4
yzhao062/pyod,yueliu1999/HSAN,4
yzhao062/pyod,achuthasubhash/Complete-Life-Cycle-of-a-Data-Science-Project,4
espnet/espnet,voicepaw/so-vits-svc-fork,4
espnet/espnet,netease-youdao/EmotiVoice,4
espnet/espnet,jaywalnut310/vits,4
espnet/espnet,yl4579/StyleTTS2,4
espnet/espnet,linto-ai/whisper-timestamped,4
espnet/espnet,zzw922cn/awesome-speech-recognition-speech-synthesis-papers,4
espnet/espnet,guan-yuan/Awesome-Singing-Voice-Synthesis-and-Singing-Voice-Conversion,5
espnet/espnet,abus-aikorea/voice-pro,4
espnet/espnet,mravanelli/pytorch-kaldi,4
espnet/espnet,NVIDIA/OpenSeq2Seq,4
espnet/espnet,mkiol/dsnote,4
espnet/espnet,coqui-ai/open-speech-corpora,4
espnet/espnet,ictnlp/StreamSpeech,6
espnet/espnet,lhotse-speech/lhotse,4
espnet/espnet,freewym/espresso,4
espnet/espnet,soniqo/speech-swift,4
espnet/espnet,double22a/speech_dataset,8
espnet/espnet,echogarden-project/echogarden,4
zyddnys/manga-image-translator,dmMaze/BallonsTranslator,6
zyddnys/manga-image-translator,mindee/doctr,4
xuebinqin/U-2-Net,catalyst-team/catalyst,4
jadore801120/attention-is-all-you-need-pytorch,graykode/nlp-tutorial,4
jadore801120/attention-is-all-you-need-pytorch,stanfordnlp/stanza,4
jadore801120/attention-is-all-you-need-pytorch,thunlp/OpenPrompt,4
jadore801120/attention-is-all-you-need-pytorch,DSKSD/DeepNLP-models-Pytorch,4
jadore801120/attention-is-all-you-need-pytorch,explosion/thinc,4
jadore801120/attention-is-all-you-need-pytorch,PetrochukM/PyTorch-NLP,4
jadore801120/attention-is-all-you-need-pytorch,delip/PyTorchNLPBook,4
jadore801120/attention-is-all-you-need-pytorch,graph4ai/graph4nlp,4
jadore801120/attention-is-all-you-need-pytorch,datadreamer-dev/DataDreamer,4
jadore801120/attention-is-all-you-need-pytorch,gordicaleksa/pytorch-original-transformer,4
jadore801120/attention-is-all-you-need-pytorch,Denis2054/Transformers-for-NLP-2nd-Edition,4
