model,query_idx,query_repo,relevant_candidates,Precision@10,Recall@10,MAP@10,NDCG@10
Popularity baseline,1896,KohakuBlueleaf/LyCORIS,211,0.1,0.004739336492890996,0.025,0.09478836436955078
Popularity baseline,1907,zombieyang/sd-ppp,216,0.1,0.004629629629629629,0.025,0.09478836436955078
Popularity baseline,1912,carefree0910/carefree-creator,177,0.2,0.011299435028248588,0.05,0.16421958630632802
Popularity baseline,1915,mylxsw/aidea-server,275,0.6,0.02181818181818182,0.3326984126984127,0.522032859637427
Popularity baseline,1922,YanWenKun/ComfyUI-Docker,39,0.0,0.0,0.0,0.0
Popularity baseline,1926,kawalain/stable-diffusion-webui-wd14-tagger,632,0.5,0.007911392405063292,0.29166666666666663,0.47674870152787435
Popularity baseline,1932,receyuki/stable-diffusion-prompt-reader,172,0.5,0.029069767441860465,0.2373015873015873,0.4368897419958061
Popularity baseline,1938,s9roll7/ebsynth_utility,211,0.1,0.004739336492890996,0.025,0.09478836436955078
Popularity baseline,1940,wfjsw/danbooru-diffusion-prompt-builder,501,0.6,0.011976047904191617,0.3326984126984127,0.522032859637427
Popularity baseline,1943,Acly/comfyui-inpaint-nodes,216,0.1,0.004629629629629629,0.025,0.09478836436955078
Popularity baseline,1952,pkuliyi2015/sd-webui-stablesr,211,0.1,0.004739336492890996,0.025,0.09478836436955078
Popularity baseline,1955,EdVince/Stable-Diffusion-NCNN,24,0.1,0.041666666666666664,0.025,0.09478836436955078
Popularity baseline,1961,Vchitect/SEINE,255,0.1,0.00392156862745098,0.025,0.09478836436955078
Popularity baseline,1963,ZhUyU1997/open-pose-editor,211,0.1,0.004739336492890996,0.025,0.09478836436955078
Popularity baseline,1967,pollockjj/ComfyUI-MultiGPU,56,0.1,0.017857142857142856,0.025,0.09478836436955078
Popularity baseline,1974,ThereforeGames/unprompted,247,0.5,0.020242914979757085,0.29166666666666663,0.47674870152787435
Popularity baseline,1990,SpenserCai/sd-webui-deoldify,211,0.1,0.004739336492890996,0.025,0.09478836436955078
Popularity baseline,1992,runpod-workers/worker-comfyui,91,0.1,0.01098901098901099,0.025,0.09478836436955078
Popularity baseline,1998,talesofai/comfyui-browser,216,0.1,0.004629629629629629,0.025,0.09478836436955078
Popularity baseline,1999,SnapdragonLee/ChatGPT-weBot,313,0.4,0.012779552715654952,0.1523015873015873,0.31954962756492084
Popularity baseline,2003,CloudOrc/SolidUI,81,0.1,0.012345679012345678,0.01111111111111111,0.06625422345438903
Popularity baseline,2010,rafaelpadilla/Object-Detection-Metrics,228,0.0,0.0,0.0,0.0
Popularity baseline,2013,chenyuntc/simple-faster-rcnn-pytorch,783,0.2,0.002554278416347382,0.05,0.16421958630632802
Popularity baseline,2025,hooram/ownphotos,262,0.0,0.0,0.0,0.0
Popularity baseline,2035,ailia-ai/ailia-models,292,0.2,0.00684931506849315,0.05833333333333333,0.17947710508581735
Popularity baseline,2051,pierluigiferrari/ssd_keras,340,0.0,0.0,0.0,0.0
Popularity baseline,2060,WXinlong/SOLO,85,0.0,0.0,0.0,0.0
Popularity baseline,2065,Lightning-Universe/lightning-flash,766,0.3,0.0039164490861618795,0.12083333333333332,0.2742654694553681
Popularity baseline,2071,kuanhungchen/awesome-tiny-object-detection,290,0.1,0.0034482758620689655,0.014285714285714285,0.07336392209936005
Popularity baseline,2072,experiencor/keras-yolo3,127,0.0,0.0,0.0,0.0
Popularity baseline,2076,Ewenwan/ORB_SLAM2_SSD_Semantic,228,0.0,0.0,0.0,0.0
Popularity baseline,2081,Intellindust-AI-Lab/DEIM,228,0.0,0.0,0.0,0.0
Popularity baseline,2087,lightly-ai/lightly-train,1033,0.3,0.002904162633107454,0.12083333333333332,0.2742654694553681
Popularity baseline,2093,DWCTOD/CVPR2024-Papers-with-Code-Demo,108,0.0,0.0,0.0,0.0
Popularity baseline,2098,MIC-DKFZ/medicaldetectiontoolkit,252,0.1,0.003968253968253968,0.03333333333333333,0.11004588314904008
Popularity baseline,2102,d-li14/involution,207,0.0,0.0,0.0,0.0
Popularity baseline,2105,pprp/SimpleCVReproduction,212,0.0,0.0,0.0,0.0
Popularity baseline,2107,BR-IDL/PaddleViT,430,0.1,0.002325581395348837,0.0125,0.06943122193677727
Popularity baseline,2111,GeekAlexis/FastMOT,295,0.0,0.0,0.0,0.0
Popularity baseline,2112,stardist/stardist,286,0.2,0.006993006993006993,0.05833333333333333,0.17947710508581735
Popularity baseline,2119,MuhammadMoinFaisal/YOLOv8-DeepSORT-Object-Tracking,232,0.0,0.0,0.0,0.0
Popularity baseline,2120,jenly1314/MLKit,76,0.0,0.0,0.0,0.0
Popularity baseline,2121,blakeblackshear/frigate-hass-integration,557,0.6,0.010771992818671455,0.3326984126984127,0.522032859637427
Popularity baseline,2127,rykov8/ssd_keras,295,0.0,0.0,0.0,0.0
Popularity baseline,2136,taehoonlee/tensornets,274,0.1,0.0036496350364963502,0.03333333333333333,0.11004588314904008
Popularity baseline,2143,CSAILVision/semantic-segmentation-pytorch,736,0.2,0.002717391304347826,0.05,0.16421958630632802
Popularity baseline,2165,GoGoDuck912/Self-Correction-Human-Parsing,280,0.0,0.0,0.0,0.0
Popularity baseline,2166,kazuto1011/deeplab-pytorch,736,0.2,0.002717391304347826,0.05,0.16421958630632802
Popularity baseline,2173,nv-tlabs/GSCNN,550,0.2,0.0036363636363636364,0.05,0.16421958630632802
Popularity baseline,2179,wasidennis/AdaptSegNet,550,0.2,0.0036363636363636364,0.05,0.16421958630632802
Popularity baseline,2183,sthalles/deeplab_v3,397,0.2,0.005037783375314861,0.05833333333333333,0.17947710508581735
Popularity baseline,2189,speedinghzl/pytorch-segmentation-toolbox,736,0.2,0.002717391304347826,0.05,0.16421958630632802
Popularity baseline,2191,mattmacy/vnet.pytorch,97,0.0,0.0,0.0,0.0
Popularity baseline,2192,MichaelFan01/STDC-Seg,237,0.0,0.0,0.0,0.0
Popularity baseline,2193,DrSleep/light-weight-refinenet,400,0.2,0.005,0.05,0.16421958630632802
Popularity baseline,2197,yandex-research/ddpm-segmentation,1028,0.3,0.0029182879377431907,0.12083333333333332,0.2742654694553681
Popularity baseline,2200,deepVector/geospatial-machine-learning,766,0.2,0.0026109660574412533,0.05833333333333333,0.17947710508581735
Popularity baseline,2203,TuSimple/TuSimple-DUC,311,0.2,0.006430868167202572,0.05833333333333333,0.17947710508581735
Popularity baseline,2205,sadeepj/crfasrnn_keras,99,0.0,0.0,0.0,0.0
Popularity baseline,2210,thuyngch/Human-Segmentation-PyTorch,400,0.2,0.005,0.05,0.16421958630632802
Popularity baseline,2216,JDAI-CV/CoTNet,103,0.0,0.0,0.0,0.0
Popularity baseline,2217,zllrunning/face-makeup.PyTorch,199,0.0,0.0,0.0,0.0
Popularity baseline,2231,NVlabs/FAN,203,0.0,0.0,0.0,0.0
Popularity baseline,2241,uav4geo/GeoDeep,55,0.0,0.0,0.0,0.0
Popularity baseline,2243,HumanSignal/label-studio-frontend,199,0.0,0.0,0.0,0.0
Popularity baseline,2264,layumi/Seg-Uncertainty,736,0.2,0.002717391304347826,0.05,0.16421958630632802
Popularity baseline,2272,scannetpp/scannetpp,221,0.0,0.0,0.0,0.0
Popularity baseline,2279,itijyou/ademxapp,199,0.0,0.0,0.0,0.0
Popularity baseline,2280,karolzak/keras-unet,239,0.1,0.0041841004184100415,0.03333333333333333,0.11004588314904008
Popularity baseline,2281,Mycenae/PaperWeekly,75,0.0,0.0,0.0,0.0
Popularity baseline,2286,1044197988/Semantic-segmentation-of-remote-sensing-images,99,0.0,0.0,0.0,0.0
Popularity baseline,2296,microsoft/ProDA,353,0.1,0.0028328611898017,0.03333333333333333,0.11004588314904008
Popularity baseline,2305,himashi92/VT-UNet,452,0.2,0.004424778761061947,0.05,0.16421958630632802
Popularity baseline,2312,Uberi/speech_recognition,114,0.1,0.008771929824561403,0.0125,0.06943122193677727
Popularity baseline,2318,wenet-e2e/wenet,135,0.1,0.007407407407407408,0.0125,0.06943122193677727
Popularity baseline,2342,FL33TW00D/whisper-turbo,64,0.1,0.015625,0.0125,0.06943122193677727
Popularity baseline,2354,mkiol/dsnote,160,0.0,0.0,0.0,0.0
Popularity baseline,2360,coqui-ai/open-speech-corpora,136,0.0,0.0,0.0,0.0
Popularity baseline,2361,Softcatala/whisper-ctranslate2,103,0.0,0.0,0.0,0.0
Popularity baseline,2368,ashishpatel26/Treasure-of-Transformers,573,0.2,0.0034904013961605585,0.05833333333333333,0.17947710508581735
Popularity baseline,2369,janvarev/Irene-Voice-Assistant,80,0.1,0.0125,0.0125,0.06943122193677727
Popularity baseline,2379,alphacep/vosk-android-demo,59,0.0,0.0,0.0,0.0
Popularity baseline,2381,TensorSpeech/TensorFlowASR,100,0.0,0.0,0.0,0.0
Popularity baseline,2393,yeyupiaoling/PPASR,153,0.1,0.006535947712418301,0.0125,0.06943122193677727
Popularity baseline,2403,deepgram/kur,627,0.2,0.003189792663476874,0.05833333333333333,0.17947710508581735
Popularity baseline,2404,SlapBot/stephanie-va,114,0.1,0.008771929824561403,0.0125,0.06943122193677727
Popularity baseline,2417,MycroftAI/adapt,91,0.0,0.0,0.0,0.0
Popularity baseline,2427,DmitryRyumin/INTERSPEECH-2023-24-Papers,75,0.0,0.0,0.0,0.0
Popularity baseline,2442,huawei-noah/Speech-Backbones,211,0.1,0.004739336492890996,0.0125,0.06943122193677727
Popularity baseline,2447,shashikg/WhisperS2T,146,0.1,0.00684931506849315,0.0125,0.06943122193677727
Popularity baseline,2449,salute-developers/GigaAM,200,0.1,0.005,0.0125,0.06943122193677727
Popularity baseline,2457,VolcanicArts/VRCOSC,205,0.1,0.004878048780487805,0.0125,0.06943122193677727
Popularity baseline,2464,richmondu/libfaceid,621,0.2,0.00322061191626409,0.05833333333333333,0.17947710508581735
Popularity baseline,2482,RUCAIBox/RecBole,404,0.2,0.0049504950495049506,0.05,0.16421958630632802
Popularity baseline,2484,ruvnet/RuVector,7,0.0,0.0,0.0,0.0
Popularity baseline,2500,mdeff/cnn_graph,123,0.0,0.0,0.0,0.0
Popularity baseline,2503,weihua916/powerful-gnns,1021,0.3,0.002938295788442703,0.12083333333333332,0.2742654694553681
Popularity baseline,2512,tsinghua-fib-lab/GNN-Recommender-Systems,202,0.0,0.0,0.0,0.0
Popularity baseline,2515,BUPT-GAMMA/OpenHGNN,753,0.2,0.0026560424966799467,0.05,0.16421958630632802
Popularity baseline,2542,FanzhenLiu/Awesome-Deep-Community-Detection,120,0.0,0.0,0.0,0.0
Popularity baseline,2545,HannesStark/EquiBind,202,0.0,0.0,0.0,0.0
Popularity baseline,2549,Mohamedelrefaie/DrivAerNet,172,0.1,0.005813953488372093,0.03333333333333333,0.11004588314904008
Popularity baseline,2558,rllm-team/rllm,459,0.2,0.004357298474945534,0.05,0.16421958630632802
Popularity baseline,2561,SWHL/AI-Competition-Collections,10,0.0,0.0,0.0,0.0
Popularity baseline,2577,ch-wan/awesome-gnn-systems,264,0.1,0.003787878787878788,0.014285714285714285,0.07336392209936005
Popularity baseline,2578,atomicarchitects/equiformer_v2,739,0.3,0.0040595399188092015,0.12083333333333332,0.2742654694553681
Popularity baseline,2579,twitter-research/graph-neural-pde,404,0.2,0.0049504950495049506,0.05,0.16421958630632802
Popularity baseline,2587,ChrisCummins/ProGraML,882,0.3,0.003401360544217687,0.09940476190476191,0.25284102718517737
Popularity baseline,2588,sunfanyunn/InfoGraph,202,0.0,0.0,0.0,0.0
Popularity baseline,2606,tsinghua-fib-lab/DRL-urban-planning,422,0.0,0.0,0.0,0.0
Popularity baseline,2612,yazdotai/graph-networks,17,0.0,0.0,0.0,0.0
Popularity baseline,2616,datawhalechina/grape-book,509,0.2,0.003929273084479371,0.05833333333333333,0.17947710508581735
Popularity baseline,2617,htcr/sam_road,28,0.0,0.0,0.0,0.0
Popularity baseline,2618,benedekrozemberczki/SGCN,803,0.3,0.0037359900373599006,0.12083333333333332,0.2742654694553681
Popularity baseline,2624,alexfanjn/Graph-Neural-Networks-With-Heterophily,261,0.0,0.0,0.0,0.0
Popularity baseline,2627,JinheonBaek/RGCN,753,0.2,0.0026560424966799467,0.05,0.16421958630632802
Popularity baseline,2628,Jhy1993/Awesome-GNN-Recommendation,202,0.0,0.0,0.0,0.0
Popularity baseline,2643,LibCity/Bigscity-LibCity-PaperList,1021,0.3,0.002938295788442703,0.12083333333333332,0.2742654694553681
Popularity baseline,2656,benedekrozemberczki/SEAL-CI,538,0.3,0.0055762081784386614,0.12083333333333332,0.2742654694553681
Popularity baseline,2658,TimeLovercc/Awesome-Graph-Causal-Learning,500,0.2,0.004,0.05833333333333333,0.17947710508581735
Popularity baseline,2663,kxhit/SG_PR,245,0.0,0.0,0.0,0.0
Popularity baseline,2677,alibaba/FederatedScope,255,0.1,0.00392156862745098,0.0125,0.06943122193677727
Popularity baseline,2683,NVIDIA/NVFlare,615,0.4,0.0065040650406504065,0.19416666666666665,0.38196033715832356
Popularity baseline,2687,weimingwill/awesome-federated-learning,74,0.0,0.0,0.0,0.0
Popularity baseline,2690,achuthasubhash/Complete-Life-Cycle-of-a-Data-Science-Project,929,0.3,0.0032292787944025836,0.12083333333333332,0.2742654694553681
Popularity baseline,2694,poga/awesome-federated-learning,66,0.0,0.0,0.0,0.0
Popularity baseline,2695,bioint/MetisFL,553,0.3,0.0054249547920434,0.09940476190476191,0.25284102718517737
Popularity baseline,2696,tushar-semwal/awesome-federated-computing,498,0.3,0.006024096385542169,0.09940476190476191,0.25284102718517737
Popularity baseline,2708,EnnengYang/Awesome-Forgetting-in-Deep-Learning,550,0.2,0.0036363636363636364,0.05833333333333333,0.17947710508581735
Popularity baseline,2712,jindongwang/tlbook-code,199,0.0,0.0,0.0,0.0
Popularity baseline,2728,FedML-AI/FedNLP,283,0.1,0.0035335689045936395,0.0125,0.06943122193677727
Popularity baseline,2730,iQua/flsim,770,0.2,0.0025974025974025974,0.05,0.16421958630632802
Popularity baseline,2737,mplspunk/awesome-privacy-engineering,199,0.0,0.0,0.0,0.0
Popularity baseline,2739,epfml/disco,862,0.3,0.0034802784222737818,0.09940476190476191,0.25284102718517737
Popularity baseline,2748,Xtra-Computing/FedTree,199,0.0,0.0,0.0,0.0
Popularity baseline,2752,VectorInstitute/fed-rag,510,0.2,0.00392156862745098,0.05833333333333333,0.17947710508581735
Popularity baseline,2755,usc-sail/fed-multimodal,199,0.0,0.0,0.0,0.0
Popularity baseline,2760,anupamkliv/FedERA,544,0.3,0.0055147058823529415,0.12083333333333332,0.2742654694553681
Popularity baseline,2763,PrivPkt/PrivPkt,313,0.1,0.003194888178913738,0.03333333333333333,0.11004588314904008
Popularity baseline,2764,mccorby/FederatedAndroidTrainer,487,0.2,0.004106776180698152,0.05833333333333333,0.17947710508581735
Popularity baseline,2769,FengHZ/KD3A,1062,0.3,0.002824858757062147,0.12083333333333332,0.2742654694553681
Popularity baseline,2776,tuhinsharma121/ai-playground,298,0.1,0.003355704697986577,0.01,0.06362078819895171
Popularity baseline,2786,GillHuang-Xtler/flPapers,199,0.0,0.0,0.0,0.0
Popularity baseline,2799,kt4ngw/fedavg-pytorch,770,0.2,0.0025974025974025974,0.05,0.16421958630632802
Popularity baseline,2801,KarhouTam/SCAFFOLD-PyTorch,199,0.0,0.0,0.0,0.0
Popularity baseline,2805,CyberDataLab/nebula,732,0.4,0.00546448087431694,0.2095238095238095,0.39170347105873193
Popularity baseline,2808,qub-blesson/FedAdapt,153,0.0,0.0,0.0,0.0
Popularity baseline,2809,AmberLJC/FLsystem-paper,89,0.1,0.011235955056179775,0.014285714285714285,0.07336392209936005
Popularity baseline,2822,Chung-ju/Federated-learning-papers,199,0.0,0.0,0.0,0.0
Popularity baseline,2823,tanyuqian/redco,106,0.0,0.0,0.0,0.0
Popularity baseline,2832,ZexiLee/ICML-2023-FedLAW,1062,0.3,0.002824858757062147,0.12083333333333332,0.2742654694553681
Popularity baseline,2833,fangvv/LassoADMM,533,0.6,0.01125703564727955,0.3326984126984127,0.522032859637427
Popularity baseline,2845,linhnt31/Blockchain_Specialization_Coursera,199,0.0,0.0,0.0,0.0
Popularity baseline,2848,jeremy313/Soteria,216,0.0,0.0,0.0,0.0
Popularity baseline,2854,makgyver/fluke,199,0.0,0.0,0.0,0.0
Popularity baseline,2855,zj-jayzhang/Federated-Class-Continual-Learning,199,0.0,0.0,0.0,0.0
Popularity baseline,2859,Sprinter1999/FedLSR,199,0.0,0.0,0.0,0.0
Popularity baseline,2865,CyprienQuemeneur/fedpylot,809,0.3,0.003708281829419036,0.12083333333333332,0.2742654694553681
Popularity baseline,2866,commaai/openpilot,203,0.0,0.0,0.0,0.0
Popularity baseline,2871,ArduPilot/ardupilot,208,0.0,0.0,0.0,0.0
Popularity baseline,2879,kiloreux/awesome-robotics,203,0.0,0.0,0.0,0.0
Popularity baseline,2887,ros-navigation/navigation2,203,0.0,0.0,0.0,0.0
Popularity baseline,2889,RobotLocomotion/drake,203,0.0,0.0,0.0,0.0
Popularity baseline,2891,Ly0n/awesome-robotic-tooling,456,0.4,0.008771929824561403,0.2095238095238095,0.39170347105873193
Popularity baseline,2894,MarkFzp/act-plus-plus,203,0.0,0.0,0.0,0.0
Popularity baseline,2897,google-deepmind/mujoco_menagerie,203,0.0,0.0,0.0,0.0
Popularity baseline,2908,taichi-dev/difftaichi,203,0.0,0.0,0.0,0.0
Popularity baseline,2910,ros-planning/navigation,208,0.0,0.0,0.0,0.0
Popularity baseline,2922,MRPT/mrpt,63,0.0,0.0,0.0,0.0
Popularity baseline,2924,spla-tam/SplaTAM,63,0.0,0.0,0.0,0.0
Popularity baseline,2925,microsoft/PromptCraft-Robotics,86,0.3,0.03488372093023256,0.0819047619047619,0.22476126319537007
Popularity baseline,2928,ompl/ompl,203,0.0,0.0,0.0,0.0
Popularity baseline,2929,HCPLab-SYSU/Embodied_AI_Paper_List,298,0.1,0.003355704697986577,0.01,0.06362078819895171
Popularity baseline,2933,3D-Vision-World/awesome-NeRF-and-3DGS-SLAM,41,0.0,0.0,0.0,0.0
Popularity baseline,2945,qqfly/how-to-learn-robotics,203,0.0,0.0,0.0,0.0
Popularity baseline,2946,artivis/manif,63,0.0,0.0,0.0,0.0
Popularity baseline,2947,ethz-adrl/control-toolbox,229,0.0,0.0,0.0,0.0
Popularity baseline,2967,PetoiCamp/OpenCat-Old,203,0.0,0.0,0.0,0.0
Popularity baseline,2969,NVIDIA-ISAAC-ROS/isaac_ros_visual_slam,66,0.0,0.0,0.0,0.0
Popularity baseline,2987,wh200720041/floam,212,0.0,0.0,0.0,0.0
Popularity baseline,2989,andyzeng/visual-pushing-grasping,363,0.0,0.0,0.0,0.0
Popularity baseline,2994,hanruihua/ir-sim,79,0.0,0.0,0.0,0.0
Popularity baseline,2995,willem-pennings/balancing-cube,203,0.0,0.0,0.0,0.0
Popularity baseline,2997,NVIDIA-AI-IOT/redtail,421,0.3,0.007125890736342043,0.14285714285714285,0.30701473034246535
Popularity baseline,2998,neka-nat/cupoch,56,0.0,0.0,0.0,0.0
Popularity baseline,3001,danijar/dreamerv2,600,0.3,0.005,0.09940476190476191,0.25284102718517737
Popularity baseline,3012,rl-tools/rl-tools,160,0.0,0.0,0.0,0.0
Popularity baseline,3014,dexmal/dexbotic,203,0.0,0.0,0.0,0.0
Popularity baseline,3016,StanfordVL/GibsonEnv,406,0.0,0.0,0.0,0.0
Popularity baseline,3018,papercopilot/paperlists,124,0.0,0.0,0.0,0.0
Popularity baseline,3019,foxglove/mcap,51,0.0,0.0,0.0,0.0
Content-based baseline,15,keras-team/keras,900,1.0,0.011111111111111112,1.0,1.0
Content-based baseline,19,ageitgey/face_recognition,954,0.4,0.0041928721174004195,0.12718253968253967,0.2874476364692017
Content-based baseline,28,gradio-app/gradio,572,0.8,0.013986013986013986,0.78,0.8643145546088337
Content-based baseline,41,TheAlgorithms/C-Plus-Plus,755,0.8,0.010596026490066225,0.7268253968253967,0.8454256604216017
Content-based baseline,52,iperov/DeepFaceLive,728,0.3,0.004120879120879121,0.10222222222222221,0.2687374555268953
Content-based baseline,53,JaidedAI/EasyOCR,832,0.8,0.009615384615384616,0.671111111111111,0.8165901947515999
Content-based baseline,54,donnemartin/data-science-ipython-notebooks,679,1.0,0.014727540500736377,1.0,1.0
Content-based baseline,61,fastai/fastai,792,0.8,0.010101010101010102,0.7004365079365078,0.8263333286520083
Content-based baseline,63,mozilla/DeepSpeech,653,0.9,0.013782542113323124,0.8521031746031745,0.9216017310213247
Content-based baseline,64,terryum/awesome-deep-learning-papers,458,1.0,0.021834061135371178,1.0,1.0
Content-based baseline,74,harvard-edge/cs249r_book,506,0.6,0.011857707509881422,0.29603174603174603,0.47682620352203725
Content-based baseline,82,MLEveryday/100-Days-Of-ML-Code,666,0.9,0.013513513513513514,0.89,0.933745776545611
Content-based baseline,92,AccumulateMore/CV,1086,1.0,0.009208103130755065,1.0,1.0
Content-based baseline,93,EthicalML/awesome-production-machine-learning,487,0.8,0.01642710472279261,0.7434920634920634,0.8521705090845474
Content-based baseline,98,afshinea/stanford-cs-229-machine-learning,462,0.7,0.015151515151515152,0.6,0.762416491594312
Content-based baseline,107,arc53/DocsGPT,911,0.9,0.009879253567508232,0.8154365079365078,0.9052116356304493
Content-based baseline,113,microsoft/CNTK,615,0.7,0.011382113821138212,0.7,0.800693766409882
Content-based baseline,115,NVlabs/instant-ngp,207,0.2,0.00966183574879227,0.041666666666666664,0.1478294909154526
Content-based baseline,129,ramitsurana/awesome-kubernetes,753,0.9,0.01195219123505976,0.8521031746031745,0.9216017310213247
Content-based baseline,131,kubeflow/kubeflow,157,0.7,0.044585987261146494,0.5630952380952381,0.7421246259355073
Content-based baseline,156,visenger/awesome-mlops,263,0.9,0.034220532319391636,0.7904365079365079,0.8899541168509599
Content-based baseline,163,DataTalksClub/machine-learning-zoomcamp,311,0.8,0.02572347266881029,0.6082142857142857,0.7136540102475308
Content-based baseline,175,diff-usion/Awesome-Diffusion-Models,157,0.7,0.044585987261146494,0.6634920634920635,0.7885497208855957
Content-based baseline,182,apple/turicreate,556,1.0,0.017985611510791366,1.0,1.0
Content-based baseline,197,autogluon/autogluon,1037,0.9,0.008678881388621022,0.8788888888888889,0.9305687780632227
Content-based baseline,198,timzhang642/3D-Machine-Learning,752,0.1,0.0013297872340425532,0.014285714285714285,0.07336392209936005
Content-based baseline,210,huggingface/diffusers,392,0.8,0.02040816326530612,0.7004365079365078,0.8263333286520083
Content-based baseline,217,WZMIAOMIAO/deep-learning-for-image-processing,462,0.9,0.01948051948051948,0.89,0.933745776545611
Content-based baseline,218,junyanz/pytorch-CycleGAN-and-pix2pix,512,0.7,0.013671875,0.6242063492063492,0.772837825180752
Content-based baseline,226,camel-ai/camel,270,0.6,0.022222222222222223,0.46416666666666656,0.6651928536555899
Content-based baseline,232,cmusatyalab/openface,914,0.3,0.0032822757111597373,0.275,0.4537425745411855
Content-based baseline,234,NVIDIA/DeepLearningExamples,789,0.7,0.008871989860583017,0.5580952380952381,0.7385567757549499
Content-based baseline,236,BlinkDL/RWKV-LM,528,0.8,0.015151515151515152,0.6458730158730158,0.804810999209339
Content-based baseline,239,carla-simulator/carla,409,0.7,0.017114914425427872,0.6875,0.7967610662472993
Content-based baseline,240,mlfoundations/open_clip,530,1.0,0.018867924528301886,1.0,1.0
Content-based baseline,241,microsoft/LoRA,348,0.3,0.008620689655172414,0.08273809523809524,0.22119341301481266
Content-based baseline,243,GeeeekExplorer/nano-vllm,550,1.0,0.01818181818181818,1.0,1.0
Content-based baseline,250,sapientinc/HRM,1113,0.7,0.006289308176100629,0.6283333333333333,0.77523873680463
Content-based baseline,254,allenai/allennlp,704,1.0,0.014204545454545454,1.0,1.0
Content-based baseline,262,huggingface/text-generation-inference,490,0.9,0.018367346938775512,0.866388888888889,0.9266360779006401
Content-based baseline,265,Megvii-BaseDetection/YOLOX,452,0.8,0.017699115044247787,0.7532142857142856,0.8553475075669357
Content-based baseline,274,microsoft/computervision-recipes,865,0.9,0.010404624277456647,0.8354365079365079,0.914856882358379
Content-based baseline,287,hankcs/HanLP,395,0.9,0.02278481012658228,0.866388888888889,0.9266360779006401
Content-based baseline,288,google/langextract,284,0.9,0.03169014084507042,0.7904365079365079,0.8899541168509599
Content-based baseline,303,brightmart/nlp_chinese_corpus,53,0.4,0.07547169811320754,0.16749999999999998,0.35705757165090446
Content-based baseline,307,jessevig/bertviz,562,1.0,0.017793594306049824,1.0,1.0
Content-based baseline,308,brightmart/text_classification,61,0.5,0.08196721311475409,0.23888888888888887,0.4189179618884325
Content-based baseline,316,deeppavlov/DeepPavlov,814,0.9,0.011056511056511056,0.866388888888889,0.9266360779006401
Content-based baseline,322,NLPchina/ansj_seg,281,0.5,0.017793594306049824,0.34285714285714286,0.5653701424067237
Content-based baseline,326,haifengl/smile,766,1.0,0.013054830287206266,1.0,1.0
Content-based baseline,328,aisingapore/TagUI,576,0.4,0.006944444444444444,0.27166666666666667,0.4288398090337664
Content-based baseline,336,adbar/trafilatura,130,0.2,0.015384615384615385,0.12222222222222223,0.2863459897524692
Content-based baseline,338,vi3k6i5/flashtext,281,0.8,0.028469750889679714,0.716547619047619,0.8389574121760602
Content-based baseline,339,lonePatient/awesome-pretrained-chinese-nlp-models,253,0.7,0.02766798418972332,0.616111111111111,0.7682269253321375
Content-based baseline,351,yanshengjia/ml-road,997,0.9,0.009027081243731194,0.89,0.933745776545611
Content-based baseline,358,LLMBook-zh/LLMBook-zh.github.io,487,0.9,0.018480492813141684,0.89,0.933745776545611
Content-based baseline,359,CLUEbenchmark/CLUEDatasetSearch,281,0.9,0.03202846975088968,0.7571031746031747,0.8611375561264454
Content-based baseline,360,mosaicml/llm-foundry,531,0.9,0.01694915254237288,0.866388888888889,0.9266360779006401
Content-based baseline,367,dalinvip/Awesome-ChatGPT,421,0.9,0.021377672209026127,0.9,0.9363792118010483
Content-based baseline,370,SylphAI-Inc/AdalFlow,701,1.0,0.014265335235378032,1.0,1.0
Content-based baseline,388,ownthink/Jiagu,281,1.0,0.03558718861209965,1.0,1.0
Content-based baseline,393,datawhalechina/learn-nlp-with-transformers,54,1.0,0.18518518518518517,1.0,1.0
Content-based baseline,398,kzbkzb/Python-AI,240,0.4,0.016666666666666666,0.17619047619047618,0.3476293915547282
Content-based baseline,399,guillaume-be/rust-bert,592,0.9,0.015202702702702704,0.89,0.933745776545611
Content-based baseline,403,bigscience-workshop/promptsource,220,0.9,0.04090909090909091,0.7904365079365079,0.8899541168509599
Content-based baseline,404,endymecy/awesome-deeplearning-resources,268,0.7,0.026119402985074626,0.4258333333333333,0.5964984284535195
Content-based baseline,413,eugeneyan/ml-surveys,709,0.4,0.005641748942172073,0.14619047619047618,0.3063365306564336
Content-based baseline,420,huggingface/setfit,281,0.5,0.017793594306049824,0.20396825396825397,0.39168308588041617
Content-based baseline,423,blmoistawinde/HarvestText,281,0.7,0.02491103202846975,0.5607142857142857,0.725452110735279
Content-based baseline,425,km1994/NLP-Interview-Notes,54,0.8,0.14814814814814814,0.5877777777777778,0.7065443116025598
Content-based baseline,437,HarderThenHarder/transformers_tasks,61,0.2,0.03278688524590164,0.039285714285714285,0.14279514403613733
Content-based baseline,443,facebookresearch/large_concept_model,843,0.8,0.009489916963226572,0.6258730158730159,0.7827392871477702
Content-based baseline,448,NLP-LOVE/Introduction-NLP,178,1.0,0.056179775280898875,1.0,1.0
Content-based baseline,450,crownpku/Information-Extraction-Chinese,281,0.9,0.03202846975088968,0.8354365079365079,0.914856882358379
Content-based baseline,452,lucidrains/vit-pytorch,105,0.9,0.08571428571428572,0.8354365079365079,0.914856882358379
Content-based baseline,454,MaaAssistantArknights/MaaAssistantArknights,346,1.0,0.028901734104046242,1.0,1.0
