model,query_idx,query_repo,relevant_candidates,Precision@10,Recall@10,MAP@10,NDCG@10
Content-based baseline,466,dusty-nv/jetson-inference,686,0.6,0.008746355685131196,0.45583333333333337,0.6581810421830975
Content-based baseline,474,hybridgroup/gocv,94,0.5,0.05319148936170213,0.3655555555555556,0.5797827732044221
Content-based baseline,476,EutropicAI/Final2x,127,0.3,0.023622047244094488,0.1161904761904762,0.2685529228900211
Content-based baseline,488,KevinMusgrave/pytorch-metric-learning,795,0.7,0.00880503144654088,0.5964285714285714,0.7605591431973849
Content-based baseline,489,Hironsan/BossSensor,583,0.7,0.012006861063464836,0.6527777777777778,0.7846170207230129
Content-based baseline,493,dmlc/gluon-cv,734,1.0,0.013623978201634877,1.0,1.0
Content-based baseline,497,obss/sahi,1011,0.8,0.00791295746785361,0.5808730158730159,0.7510916729774053
Content-based baseline,499,sreeharierk/datascience,422,1.0,0.023696682464454975,1.0,1.0
Content-based baseline,503,roboflow/sports,345,0.8,0.02318840579710145,0.736547619047619,0.84860265890399
Content-based baseline,512,astorfi/TensorFlow-World,794,1.0,0.012594458438287154,1.0,1.0
Content-based baseline,513,TingsongYu/PyTorch-Tutorial-2nd,204,0.5,0.024509803921568627,0.31666666666666665,0.5415879285615245
Content-based baseline,520,royshil/obs-backgroundremoval,28,0.3,0.10714285714285714,0.08357142857142856,0.23177307466786254
Content-based baseline,524,open-compass/VLMEvalKit,416,1.0,0.02403846153846154,1.0,1.0
Content-based baseline,526,kenshohara/3D-ResNets-PyTorch,631,0.9,0.014263074484944533,0.7571031746031747,0.8611375561264454
Content-based baseline,544,podgorskiy/ALAE,937,0.9,0.0096051227321238,0.7071031746031746,0.7799082337019199
Content-based baseline,557,ARM-software/ComputeLibrary,227,0.7,0.030837004405286344,0.5097619047619047,0.7000949683025056
Content-based baseline,574,Tencent/PocketFlow,1040,0.7,0.006730769230769231,0.5577777777777777,0.7241528458281337
Content-based baseline,575,ndrplz/self-driving-car,404,0.6,0.01485148514851485,0.473095238095238,0.6691255538181726
Content-based baseline,582,sightmachine/SimpleCV,80,0.6,0.075,0.4372222222222222,0.6399441431116327
Content-based baseline,591,unslothai/unsloth,268,1.0,0.03731343283582089,1.0,1.0
Content-based baseline,592,sgl-project/sglang,109,0.7,0.06422018348623854,0.5684920634920634,0.7280855459907165
Content-based baseline,627,kwai/DouZero,224,1.0,0.044642857142857144,1.0,1.0
Content-based baseline,630,janhuenermann/neurojs,529,0.6,0.011342155009451797,0.5314285714285714,0.7007731679885374
Content-based baseline,647,PaddlePaddle/PARL,224,0.7,0.03125,0.6557142857142857,0.7859162856301584
Content-based baseline,649,pytorch/rl,383,0.6,0.015665796344647518,0.5433333333333332,0.7058075148678526
Content-based baseline,651,aiming-lab/MetaClaw,104,0.6,0.057692307692307696,0.39630952380952383,0.6149518506608846
Content-based baseline,658,seungeunrho/minimalRL,740,0.9,0.012162162162162163,0.8354365079365079,0.914856882358379
Content-based baseline,676,opendilab/PPOxFamily,64,0.9,0.140625,0.8521031746031745,0.9216017310213247
Content-based baseline,694,eloialonso/diamond,597,0.6,0.010050251256281407,0.549047619047619,0.7059054020403313
Content-based baseline,702,langfengQ/verl-agent,445,0.6,0.01348314606741573,0.5091666666666667,0.6898286563534621
Content-based baseline,711,YunYang1994/TensorFlow2.0-Examples,705,0.7,0.009929078014184398,0.42297619047619045,0.5999767516907479
Content-based baseline,716,PKU-Alignment/safe-rlhf,317,0.7,0.022082018927444796,0.6777777777777778,0.793584067764911
Content-based baseline,722,nivu/ai_all_resources,829,1.0,0.012062726176115802,1.0,1.0
Content-based baseline,728,mossr/BeautifulAlgorithms.jl,160,0.5,0.03125,0.19384920634920635,0.3827160388385181
Content-based baseline,732,Ceruleanacg/Personae,224,0.6,0.026785714285714284,0.375079365079365,0.6028078051365983
Content-based baseline,736,tinkoff-ai/CORL,224,1.0,0.044642857142857144,1.0,1.0
Content-based baseline,740,opendilab/awesome-model-based-RL,37,0.7,0.1891891891891892,0.5325396825396825,0.7123736502858727
Content-based baseline,748,charlesXu86/Chatbot_CN,246,0.3,0.012195121951219513,0.09833333333333334,0.24618570546556082
Content-based baseline,754,sudharsan13296/Hands-On-Meta-Learning-With-Python,78,0.7,0.08974358974358974,0.4829761904761905,0.6879509227782195
Content-based baseline,755,vmayoral/basic_reinforcement_learning,334,0.8,0.023952095808383235,0.5984920634920635,0.7104770117651426
Content-based baseline,758,araffin/rl-baselines-zoo,347,0.9,0.025936599423631124,0.866388888888889,0.9266360779006401
Content-based baseline,764,clips/pattern,305,0.6,0.019672131147540985,0.28174603174603174,0.46785915648013904
Content-based baseline,776,PAIR-code/lit,831,0.8,0.009626955475330927,0.6484920634920635,0.7917063341896681
Content-based baseline,788,teddylee777/machine-learning,972,0.7,0.00720164609053498,0.55,0.7215194105726964
Content-based baseline,800,chiphuyen/lazynlp,298,0.9,0.030201342281879196,0.7904365079365079,0.8899541168509599
Content-based baseline,805,google-research/uda,196,0.6,0.030612244897959183,0.3713095238095238,0.5501126236272343
Content-based baseline,811,delip/PyTorchNLPBook,581,0.8,0.013769363166953529,0.6125396825396825,0.7759944384848244
Content-based baseline,818,google/sling,288,0.9,0.03125,0.866388888888889,0.9266360779006401
Content-based baseline,821,Tiiiger/bert_score,831,1.0,0.012033694344163659,1.0,1.0
Content-based baseline,822,jsksxs360/How-to-use-Transformers,303,0.9,0.0297029702970297,0.8154365079365078,0.9052116356304493
Content-based baseline,826,SqueezeAILab/LLMCompiler,356,0.7,0.019662921348314606,0.591111111111111,0.7529694065526482
Content-based baseline,836,Andrew-Jang/RAGHub,686,1.0,0.014577259475218658,1.0,1.0
Content-based baseline,838,dipanjanS/text-analytics-with-python,83,0.7,0.08433734939759036,0.5497619047619048,0.7353797772725617
Content-based baseline,844,neomatrix369/awesome-ai-ml-dl,790,0.9,0.01139240506329114,0.89,0.933745776545611
Content-based baseline,846,ymcui/Chinese-XLNet,252,0.9,0.03571428571428571,0.8354365079365079,0.914856882358379
Content-based baseline,854,boudinfl/pke,594,0.8,0.013468013468013467,0.5308730158730158,0.6698623505528798
Content-based baseline,855,microsoft/Semi-supervised-learning,892,0.8,0.008968609865470852,0.6458730158730158,0.804810999209339
Content-based baseline,858,superlinked/sie,559,1.0,0.017889087656529516,1.0,1.0
Content-based baseline,861,Farama-Foundation/chatarena,350,0.7,0.02,0.6042063492063492,0.7631925784528223
Content-based baseline,862,frutik/awesome-search,220,0.3,0.013636363636363636,0.095,0.2435522702101235
Content-based baseline,867,code-kern-ai/refinery,832,0.8,0.009615384615384616,0.6171031746031745,0.7162874455029682
Content-based baseline,875,deepinsight/insightface,619,0.4,0.006462035541195477,0.33214285714285713,0.5271064966405455
Content-based baseline,877,Sanster/IOPaint,808,0.9,0.011138613861386138,0.8154365079365078,0.9052116356304493
Content-based baseline,888,xmu-xiaoma666/External-Attention-pytorch,619,0.6,0.009693053311793215,0.4155555555555555,0.636658712740428
Content-based baseline,895,arogozhnikov/einops,471,0.7,0.014861995753715499,0.5684920634920634,0.7280855459907165
Content-based baseline,897,voicepaw/so-vits-svc-fork,355,0.4,0.011267605633802818,0.14833333333333334,0.3381686774636725
Content-based baseline,903,MVIG-SJTU/AlphaPose,619,0.2,0.0032310177705977385,0.04523809523809523,0.15176219107803537
Content-based baseline,910,LMCache/LMCache,42,0.4,0.09523809523809523,0.27380952380952384,0.4818998405251556
Content-based baseline,913,FunAudioLLM/SenseVoice,497,0.9,0.018108651911468814,0.9,0.9363792118010483
Content-based baseline,915,lanpa/tensorboardX,1171,0.9,0.007685738684884714,0.89,0.933745776545611
Content-based baseline,916,jwyang/faster-rcnn.pytorch,619,0.7,0.011308562197092083,0.4663095238095238,0.6726934039987301
Content-based baseline,919,XavierXiao/Dreambooth-Stable-Diffusion,45,0.5,0.1111111111111111,0.315079365079365,0.5391870169376466
Content-based baseline,925,vladmandic/sdnext,217,0.3,0.013824884792626729,0.24285714285714283,0.43231813227099475
Content-based baseline,928,flwrlabs/flower,1089,0.9,0.008264462809917356,0.8154365079365078,0.9052116356304493
Content-based baseline,934,kuangliu/pytorch-cifar,619,1.0,0.01615508885298869,1.0,1.0
Content-based baseline,935,FoundationVision/ByteTrack,619,0.3,0.004846526655896607,0.1733333333333333,0.3714891073940902
Content-based baseline,937,yl4579/StyleTTS2,415,1.0,0.024096385542168676,1.0,1.0
Content-based baseline,940,skorch-dev/skorch,227,1.0,0.04405286343612335,1.0,1.0
Content-based baseline,941,aymericdamien/TopDeepLearning,763,0.9,0.011795543905635648,0.866388888888889,0.9266360779006401
Content-based baseline,947,microsoft/MMdnn,146,1.0,0.0684931506849315,1.0,1.0
Content-based baseline,951,facebookresearch/mmf,351,0.6,0.017094017094017096,0.4405555555555555,0.6530488081313035
Content-based baseline,963,zylo117/Yet-Another-EfficientDet-Pytorch,783,1.0,0.01277139208173691,1.0,1.0
Content-based baseline,971,matterport/Mask_RCNN,114,1.0,0.08771929824561403,1.0,1.0
Content-based baseline,974,vipstone/faceai,294,0.6,0.02040816326530612,0.49833333333333324,0.6809047493604335
Content-based baseline,986,tensorflow/serving,716,1.0,0.013966480446927373,1.0,1.0
Content-based baseline,1001,tensorspace-team/tensorspace,545,0.7,0.012844036697247707,0.5313095238095238,0.7264127302306637
Content-based baseline,1009,deepjavalibrary/djl,873,0.7,0.008018327605956471,0.49309523809523814,0.6848374495230163
Content-based baseline,1017,OAID/Tengine,420,0.7,0.016666666666666666,0.5184920634920636,0.6468562235661909
Content-based baseline,1030,hwalsuklee/tensorflow-generative-model-collections,14,0.2,0.14285714285714285,0.2,0.3589542101716347
Content-based baseline,1036,xitu/tensorflow-docs,877,1.0,0.011402508551881414,1.0,1.0
Content-based baseline,1062,cysmith/neural-style-tf,1044,0.9,0.008620689655172414,0.7571031746031747,0.8611375561264454
Content-based baseline,1067,raghakot/keras-vis,565,0.9,0.01592920353982301,0.8354365079365079,0.914856882358379
Content-based baseline,1074,KichangKim/DeepDanbooru,877,1.0,0.011402508551881414,1.0,1.0
Content-based baseline,1086,EleutherAI/gpt-neox,255,0.9,0.03529411764705882,0.7904365079365079,0.8899541168509599
Content-based baseline,1093,amazon-science/chronos-forecasting,383,0.5,0.013054830287206266,0.3272222222222222,0.4950940324881554
Content-based baseline,1096,datawhalechina/tiny-universe,73,1.0,0.136986301369863,1.0,1.0
Content-based baseline,1098,cvg/LightGlue,1042,0.8,0.007677543186180422,0.5808730158730159,0.7510916729774053
Content-based baseline,1103,0hq/WebGPT,277,0.6,0.021660649819494584,0.316031746031746,0.4932162989129127
Content-based baseline,1106,BeastByteAI/scikit-llm,629,1.0,0.01589825119236884,1.0,1.0
Content-based baseline,1113,qingsongedu/time-series-transformers-review,554,0.7,0.01263537906137184,0.4597619047619047,0.6188656458779801
Content-based baseline,1127,ai-forever/ru-gpts,107,0.5,0.04672897196261682,0.2655555555555555,0.4346298575932762
Content-based baseline,1134,peremartra/Large-Language-Model-Notebooks-Course,61,0.6,0.09836065573770492,0.5264285714285715,0.6969383549984332
Content-based baseline,1136,IntelLabs/fastRAG,213,0.4,0.018779342723004695,0.33214285714285713,0.5271064966405455
Content-based baseline,1142,lucidrains/alphafold3-pytorch,170,1.0,0.058823529411764705,1.0,1.0
Content-based baseline,1143,invictus717/MetaTransformer,304,0.7,0.023026315789473683,0.575,0.7471589728148227
Content-based baseline,1149,cevek/ttypescript,244,1.0,0.040983606557377046,1.0,1.0
Content-based baseline,1154,kyegomez/awesome-multi-agent-papers,28,0.2,0.07142857142857142,0.12,0.28371255449703187
Content-based baseline,1156,cdpierse/transformers-interpret,816,0.8,0.00980392156862745,0.5975396825396825,0.7663491917568946
Content-based baseline,1166,tjake/Jlama,311,0.7,0.022508038585209004,0.5508730158730158,0.7315449642824575
Content-based baseline,1167,lucidrains/flamingo-pytorch,170,1.0,0.058823529411764705,1.0,1.0
Content-based baseline,1174,openvinotoolkit/nncf,898,0.6,0.0066815144766146995,0.3255555555555556,0.5181001594748443
Content-based baseline,1181,gordicaleksa/pytorch-original-transformer,616,0.9,0.01461038961038961,0.8788888888888889,0.9305687780632227
Content-based baseline,1192,TinyLLaVA/TinyLLaVA_Factory,68,0.5,0.07352941176470588,0.23285714285714282,0.43042149375026456
Content-based baseline,1197,Denis2054/Transformers-for-NLP-2nd-Edition,1099,1.0,0.009099181073703366,1.0,1.0
Content-based baseline,1206,yzhangcs/parser,766,0.9,0.01174934725848564,0.7071031746031746,0.7799082337019199
Content-based baseline,1207,zamalali/DeepGit,321,0.9,0.028037383177570093,0.866388888888889,0.9266360779006401
Content-based baseline,1213,styfeng/DataAug4NLP,624,0.5,0.008012820512820512,0.18051587301587302,0.357813273331099
Content-based baseline,1214,lucidrains/PaLM-pytorch,1042,1.0,0.009596928982725527,1.0,1.0
Content-based baseline,1222,ChenRocks/UNITER,766,0.5,0.006527415143603133,0.2373015873015873,0.4368897419958061
Content-based baseline,1230,Significant-Gravitas/AutoGPT,400,1.0,0.025,1.0,1.0
Content-based baseline,1233,langgenius/dify,386,0.8,0.02072538860103627,0.7577777777777778,0.8572048559638628
Content-based baseline,1234,langchain-ai/langchain,438,1.0,0.0228310502283105,1.0,1.0
Content-based baseline,1241,bytedance/deer-flow,315,1.0,0.031746031746031744,1.0,1.0
Content-based baseline,1242,Mintplex-Labs/anything-llm,136,0.9,0.0661764705882353,0.7904365079365079,0.8899541168509599
Content-based baseline,1243,shareAI-lab/learn-claude-code,177,1.0,0.05649717514124294,1.0,1.0
Content-based baseline,1245,sansan0/TrendRadar,254,1.0,0.03937007874015748,1.0,1.0
Content-based baseline,1249,MemPalace/mempalace,245,0.7,0.02857142857142857,0.5791666666666667,0.7534494445524138
Content-based baseline,1251,jeecgboot/JeecgBoot,245,0.8,0.0326530612244898,0.6592063492063491,0.8115558478722846
Content-based baseline,1252,mudler/LocalAI,306,0.9,0.029411764705882353,0.8521031746031745,0.9216017310213247
Content-based baseline,1255,zhayujie/CowAgent,228,1.0,0.043859649122807015,1.0,1.0
Content-based baseline,1256,janhq/jan,118,0.9,0.07627118644067797,0.866388888888889,0.9266360779006401
Content-based baseline,1275,datawhalechina/happy-llm,129,0.9,0.06976744186046512,0.8788888888888889,0.9305687780632227
Content-based baseline,1277,onyx-dot-app/onyx,316,0.8,0.02531645569620253,0.696111111111111,0.8318477135310893
Content-based baseline,1280,labring/FastGPT,209,1.0,0.04784688995215311,1.0,1.0
Content-based baseline,1287,VectifyAI/PageIndex,242,1.0,0.04132231404958678,1.0,1.0
Content-based baseline,1288,openai/openai-agents-python,295,1.0,0.03389830508474576,1.0,1.0
Content-based baseline,1291,usestrix/strix,150,0.9,0.06,0.7904365079365079,0.8899541168509599
Content-based baseline,1298,sinaptik-ai/pandas-ai,192,0.2,0.010416666666666666,0.12857142857142856,0.2934556883974402
Content-based baseline,1308,Skyvern-AI/skyvern,270,0.3,0.011111111111111112,0.075,0.21819512777734998
Content-based baseline,1312,p-e-w/heretic,511,1.0,0.019569471624266144,1.0,1.0
Content-based baseline,1319,NirDiamant/agents-towards-production,316,1.0,0.03164556962025317,1.0,1.0
Content-based baseline,1336,Canner/WrenAI,183,0.7,0.03825136612021858,0.5164285714285715,0.7065632165480471
Content-based baseline,1338,llmware-ai/llmware,68,0.4,0.058823529411764705,0.13523809523809524,0.31328481690174087
Content-based baseline,1339,LlamaChinese/Llama-Chinese,129,0.7,0.05426356589147287,0.7,0.800693766409882
Content-based baseline,1347,modelscope/ms-swift,71,0.3,0.04225352112676056,0.1775,0.3746661058764784
Content-based baseline,1350,rowboatlabs/rowboat,304,1.0,0.03289473684210526,1.0,1.0
Content-based baseline,1354,eugeneyan/open-llms,135,0.9,0.06666666666666667,0.7904365079365079,0.8899541168509599
Content-based baseline,1359,opencode-ai/opencode,211,1.0,0.04739336492890995,1.0,1.0
Content-based baseline,1361,Chainlit/chainlit,208,1.0,0.04807692307692308,1.0,1.0
Content-based baseline,1363,h2oai/h2ogpt,221,0.9,0.04072398190045249,0.9,0.9363792118010483
Content-based baseline,1369,axolotl-ai-cloud/axolotl,438,1.0,0.0228310502283105,1.0,1.0
Content-based baseline,1375,dataelement/bisheng,425,1.0,0.023529411764705882,1.0,1.0
Content-based baseline,1382,browseros-ai/BrowserOS,92,0.0,0.0,0.0,0.0
Content-based baseline,1397,NVIDIA-NeMo/NeMo,39,0.9,0.23076923076923078,0.7571031746031747,0.8611375561264454
Content-based baseline,1405,miurla/morphic,230,1.0,0.043478260869565216,1.0,1.0
Content-based baseline,1415,grab/cursor-talk-to-figma-mcp,323,1.0,0.030959752321981424,1.0,1.0
Content-based baseline,1423,potpie-ai/potpie,101,0.9,0.0891089108910891,0.8354365079365079,0.914856882358379
Content-based baseline,1454,instill-ai/instill-core,420,0.9,0.02142857142857143,0.8354365079365079,0.914856882358379
Content-based baseline,1466,shcherbak-ai/contextgem,343,1.0,0.029154518950437316,1.0,1.0
Content-based baseline,1470,microsoft/mattergen,205,1.0,0.04878048780487805,1.0,1.0
Content-based baseline,1471,beam-cloud/beta9,192,0.3,0.015625,0.08333333333333333,0.23047380976071707
Content-based baseline,1472,undreamai/LLMUnity,316,0.6,0.0189873417721519,0.41583333333333333,0.6267310462031457
Content-based baseline,1474,a2aproject/a2a-samples,246,1.0,0.04065040650406504,1.0,1.0
Content-based baseline,1475,business-science/awesome-generative-ai-data-scientist,347,1.0,0.02881844380403458,1.0,1.0
Content-based baseline,1481,buaacyw/GaussianEditor,205,0.1,0.004878048780487805,0.1,0.22009176629808017
Content-based baseline,1490,aws-samples/bedrock-chat,211,0.7,0.03317535545023697,0.5175396825396825,0.702728403557943
Content-based baseline,1491,AIoT-MLSys-Lab/Efficient-LLMs-Survey,405,0.8,0.019753086419753086,0.7068253968253967,0.835780413693672
Content-based baseline,1495,bricks-cloud/BricksLLM,359,0.9,0.025069637883008356,0.89,0.933745776545611
Content-based baseline,1498,scraed/LanPaint,36,0.6,0.16666666666666666,0.3755555555555556,0.5993294818993699
Content-based baseline,1502,kodustech/kodus-ai,117,0.9,0.07692307692307693,0.89,0.933745776545611
Content-based baseline,1504,dynamiq-ai/dynamiq,316,1.0,0.03164556962025317,1.0,1.0
Content-based baseline,1506,mlc-ai/web-llm-chat,400,0.9,0.0225,0.8154365079365078,0.9052116356304493
Content-based baseline,1510,massgen/MassGen,220,0.8,0.03636363636363636,0.7268253968253967,0.8454256604216017
Content-based baseline,1513,hollobit/GenAI_LLM_timeline,402,1.0,0.024875621890547265,1.0,1.0
Content-based baseline,1529,chain-ml/council,570,0.8,0.014035087719298246,0.6258730158730159,0.7827392871477702
Content-based baseline,1530,GoogleCloudPlatform/applied-ai-engineering-samples,260,1.0,0.038461538461538464,1.0,1.0
Content-based baseline,1537,castorini/daam,69,0.6,0.08695652173913043,0.4863095238095238,0.6780494608112012
Content-based baseline,1540,stacklok/codegate,414,0.9,0.021739130434782608,0.8521031746031745,0.9216017310213247
Content-based baseline,1541,EdoardoBotta/RQ-VAE-Recommender,205,0.3,0.014634146341463415,0.16607142857142856,0.36288691033421744
Content-based baseline,1553,gabriben/awesome-generative-information-retrieval,694,0.9,0.012968299711815562,0.7904365079365079,0.8899541168509599
Content-based baseline,1566,hao-ai-lab/FastVideo,38,0.8,0.21052631578947367,0.7004365079365078,0.8263333286520083
Content-based baseline,1574,ChenHsing/Awesome-Video-Diffusion-Models,62,0.3,0.04838709677419355,0.17619047619047618,0.37185395737611554
Content-based baseline,1588,junshutang/Make-It-3D,253,0.2,0.007905138339920948,0.12222222222222223,0.2863459897524692
Content-based baseline,1599,guochengqian/Magic123,201,0.9,0.04477611940298507,0.8788888888888889,0.9305687780632227
Content-based baseline,1603,OpenImagingLab/FlashVSR,201,0.9,0.04477611940298507,0.7071031746031746,0.7799082337019199
Content-based baseline,1609,muzishen/IMAGDressing,201,0.8,0.03980099502487562,0.6842063492063492,0.826813366651774
Content-based baseline,1612,Yujun-Shi/DragDiffusion,403,0.7,0.017369727047146403,0.5297619047619049,0.7133080652109929
Content-based baseline,1620,YanWenKun/Hunyuan3D-2-WinPortable,201,0.8,0.03980099502487562,0.7532142857142856,0.8553475075669357
Content-based baseline,1625,hkproj/pytorch-stable-diffusion,72,0.6,0.08333333333333333,0.39916666666666667,0.6114735274236563
Content-based baseline,1626,showlab/MotionDirector,214,1.0,0.04672897196261682,1.0,1.0
Content-based baseline,1641,mbreuss/diffusion-literature-for-robotics,36,0.1,0.027777777777777776,0.014285714285714285,0.07336392209936005
Content-based baseline,1647,Shark-NLP/DiffuSeq,201,0.4,0.01990049751243781,0.12190476190476192,0.28838205139432177
Content-based baseline,1648,finegrain-ai/refiners,89,0.4,0.0449438202247191,0.13583333333333333,0.30623864348395513
Content-based baseline,1655,songweige/rich-text-to-image,134,0.4,0.029850746268656716,0.22194444444444442,0.4409203293308675
Content-based baseline,1656,jayin92/Skyfall-GS,528,0.9,0.017045454545454544,0.7904365079365079,0.8899541168509599
Content-based baseline,1659,AlonzoLeeeooo/awesome-video-generation,214,1.0,0.04672897196261682,1.0,1.0
Content-based baseline,1675,kuleshov-group/mdlm,262,1.0,0.03816793893129771,1.0,1.0
Content-based baseline,1684,kwsong0113/diffusion-forcing-transformer,52,0.7,0.1346153846153846,0.55,0.7215194105726964
Content-based baseline,1690,LeanModels/DFloat11,617,0.6,0.009724473257698542,0.3296428571428571,0.4990267326507382
Content-based baseline,1716,Aratako/Irodori-TTS,51,1.0,0.19607843137254902,1.0,1.0
Content-based baseline,1717,yuanzhi-zhu/DiffPIR,201,1.0,0.04975124378109453,1.0,1.0
Content-based baseline,1718,FirasGit/medicaldiffusion,914,0.8,0.0087527352297593,0.8,0.8701249883466593
Content-based baseline,1738,HKUDS/DeepTutor,39,0.4,0.10256410256410256,0.22285714285714286,0.4422195942380129
Content-based baseline,1739,BradyFU/Awesome-Multimodal-Large-Language-Models,230,0.9,0.0391304347826087,0.9,0.9363792118010483
Content-based baseline,1746,01-ai/Yi,230,1.0,0.043478260869565216,1.0,1.0
Content-based baseline,1750,QwenLM/Qwen-VL,230,1.0,0.043478260869565216,1.0,1.0
Content-based baseline,1754,BrainBlend-AI/atomic-agents,195,0.7,0.035897435897435895,0.4825396825396825,0.6311443278613471
Content-based baseline,1755,Helicone/helicone,272,1.0,0.03676470588235294,1.0,1.0
Content-based baseline,1771,ictnlp/LLaMA-Omni,322,0.9,0.027950310559006212,0.7571031746031747,0.8611375561264454
Content-based baseline,1772,salesforce/CodeT5,287,0.8,0.027874564459930314,0.5308730158730158,0.6698623505528798
Content-based baseline,1774,swirlai/swirl-search,112,0.7,0.0625,0.6164285714285714,0.7702043899253147
Content-based baseline,1779,JIA-Lab-research/LongLoRA,553,0.9,0.0162748643761302,0.866388888888889,0.9266360779006401
Content-based baseline,1783,intel/neural-compressor,230,0.3,0.013043478260869565,0.08607142857142858,0.22793826167775827
Content-based baseline,1788,mohsen1/yek,236,0.7,0.029661016949152543,0.4675396825396826,0.6214990811334173
Content-based baseline,1790,zurawiki/gptcommit,230,0.2,0.008695652173913044,0.13333333333333333,0.2984900352767555
Content-based baseline,1795,refuel-ai/autolabel,538,1.0,0.01858736059479554,1.0,1.0
Content-based baseline,1804,Timothyxxx/Chain-of-ThoughtsPapers,230,0.8,0.034782608695652174,0.716547619047619,0.8389574121760602
Content-based baseline,1824,snwfdhmp/awesome-gpt-prompt-engineering,314,1.0,0.03184713375796178,1.0,1.0
Content-based baseline,1825,NVIDIA-NeMo/Curator,186,0.8,0.043010752688172046,0.716111111111111,0.841492960259019
Content-based baseline,1828,allenai/dolma,159,0.9,0.05660377358490566,0.89,0.933745776545611
Content-based baseline,1831,bytedance/SALMONN,38,0.2,0.05263157894736842,0.16666666666666666,0.33013764944712026
Content-based baseline,1833,explosion/spacy-llm,537,0.9,0.01675977653631285,0.9,0.9363792118010483
Content-based baseline,1837,jackaduma/awesome_LLMs_interview_notes,302,0.5,0.016556291390728478,0.28194444444444444,0.5141863642577489
Content-based baseline,1841,huybery/Awesome-Code-LLM,287,0.9,0.0313588850174216,0.7571031746031747,0.8611375561264454
Content-based baseline,1862,civitai/civitai,501,1.0,0.01996007984031936,1.0,1.0
Content-based baseline,1863,mylxsw/aidea,124,0.7,0.056451612903225805,0.5792063492063492,0.7479350596733328
Content-based baseline,1873,Stability-AI/StableSwarmUI,68,0.5,0.07352941176470588,0.2972222222222222,0.47938213678331176
Content-based baseline,1878,riffusion/riffusion-hobby,60,0.5,0.08333333333333333,0.29,0.5166851630541054
Content-based baseline,1886,calesthio/OpenMontage,309,0.9,0.02912621359223301,0.89,0.933745776545611
Content-based baseline,1889,cvlab-columbia/zero123,211,0.2,0.009478672985781991,0.12857142857142856,0.2934556883974402
Content-based baseline,1890,rgthree/rgthree-comfy,216,1.0,0.046296296296296294,1.0,1.0
Content-based baseline,1891,deforum/sd-webui-deforum,211,1.0,0.04739336492890995,1.0,1.0
Content-based baseline,1894,IceClear/StableSR,211,0.2,0.009478672985781991,0.15,0.31488013066763093
Content-based baseline,1896,KohakuBlueleaf/LyCORIS,211,0.8,0.037914691943127965,0.6258730158730159,0.7827392871477702
Content-based baseline,1907,zombieyang/sd-ppp,216,1.0,0.046296296296296294,1.0,1.0
Content-based baseline,1912,carefree0910/carefree-creator,177,0.3,0.01694915254237288,0.1875,0.3843113526044082
Content-based baseline,1915,mylxsw/aidea-server,275,0.9,0.03272727272727273,0.8521031746031745,0.9216017310213247
Content-based baseline,1922,YanWenKun/ComfyUI-Docker,39,1.0,0.2564102564102564,1.0,1.0
Content-based baseline,1926,kawalain/stable-diffusion-webui-wd14-tagger,632,1.0,0.015822784810126583,1.0,1.0
Content-based baseline,1932,receyuki/stable-diffusion-prompt-reader,172,0.6,0.03488372093023256,0.4463095238095239,0.6531466953037821
Content-based baseline,1938,s9roll7/ebsynth_utility,211,1.0,0.04739336492890995,1.0,1.0
Content-based baseline,1940,wfjsw/danbooru-diffusion-prompt-builder,501,0.9,0.017964071856287425,0.7071031746031746,0.7799082337019199
Content-based baseline,1943,Acly/comfyui-inpaint-nodes,216,1.0,0.046296296296296294,1.0,1.0
Content-based baseline,1952,pkuliyi2015/sd-webui-stablesr,211,1.0,0.04739336492890995,1.0,1.0
Content-based baseline,1955,EdVince/Stable-Diffusion-NCNN,24,0.3,0.125,0.11607142857142856,0.28165758790969186
Content-based baseline,1961,Vchitect/SEINE,255,0.7,0.027450980392156862,0.6732142857142857,0.7917267193679839
Content-based baseline,1963,ZhUyU1997/open-pose-editor,211,1.0,0.04739336492890995,1.0,1.0
Content-based baseline,1967,pollockjj/ComfyUI-MultiGPU,56,1.0,0.17857142857142858,1.0,1.0
Content-based baseline,1974,ThereforeGames/unprompted,247,0.3,0.012145748987854251,0.23333333333333334,0.42520843362602373
Content-based baseline,1990,SpenserCai/sd-webui-deoldify,211,1.0,0.04739336492890995,1.0,1.0
Content-based baseline,1992,runpod-workers/worker-comfyui,91,1.0,0.10989010989010989,1.0,1.0
Content-based baseline,1998,talesofai/comfyui-browser,216,1.0,0.046296296296296294,1.0,1.0
Content-based baseline,1999,SnapdragonLee/ChatGPT-weBot,313,0.5,0.01597444089456869,0.22055555555555556,0.39401519638101345
Content-based baseline,2003,CloudOrc/SolidUI,81,0.2,0.024691358024691357,0.0365079365079365,0.13961814555374907
Content-based baseline,2010,rafaelpadilla/Object-Detection-Metrics,228,0.8,0.03508771929824561,0.7268253968253967,0.8454256604216017
Content-based baseline,2013,chenyuntc/simple-faster-rcnn-pytorch,783,1.0,0.01277139208173691,1.0,1.0
Content-based baseline,2025,hooram/ownphotos,262,0.5,0.019083969465648856,0.31714285714285717,0.5370079586075637
Content-based baseline,2035,ailia-ai/ailia-models,292,0.8,0.0273972602739726,0.7068253968253967,0.835780413693672
