repo_id,nombre,descripcion,lenguaje,stars,forks,topics,fecha_creacion,ultimo_commit,url
494658282,youngfish42/Awesome-FL,"Comprehensive and timely academic information on federated learning (papers, frameworks, datasets, tutorials, workshops)",Python,1978,220,"['awesome', 'deep-learning', 'federated-learning', 'graph-neural-networks', 'machine-learning', 'tabular-data', 'federated-learning-framework', 'computer-vision', 'knowledge-graph', 'paper', 'security', 'natural-language-processing', 'information-retrieval', 'data-mining', 'database', 'system', 'artificial-intelligence', 'efficiency', 'privacy', 'graph']",2022-05-21 02:20:25+00:00,2026-04-13 14:41:27+00:00,https://github.com/youngfish42/Awesome-FL
250817570,tata1661/FSL-Mate,FSL-Mate: A collection of resources for few-shot learning (FSL).,Python,1765,288,"['few-shot-learning', 'one-shot-learning', 'meta-learning', 'low-shot', 'deep-learning', 'papers', 'few-shot-paper', 'few-shot-papers', 'paper', 'paddlepaddle', 'few-shot']",2020-03-28 14:37:40+00:00,2026-04-18 03:48:50+00:00,https://github.com/tata1661/FSL-Mate
197074153,jiachenli94/Awesome-Interaction-Aware-Trajectory-Prediction,A selection of state-of-the-art research materials on trajectory prediction,TeX,1676,307,"['trajectory-prediction', 'trajectory-generation', 'social-interactions', 'behavior-prediction', 'computer-vision', 'machine-learning', 'artificial-intelligence', 'deep-learning', 'autonomous-driving', 'autonomous-vehicles', 'multiagent-systems', 'multiagent-learning', 'motion-prediction', 'paper', 'path-predictions', 'vehicle-trajectory', 'traffic', 'pedestrian-trajectories', 'human-trajectory-prediction', 'behavior-analysis']",2019-07-15 21:21:05+00:00,2024-09-28 20:21:45+00:00,https://github.com/jiachenli94/Awesome-Interaction-Aware-Trajectory-Prediction
182781810,msgi/nlp-journey,"Documents, papers and codes related to  Natural Language Processing, including Topic Model, Word Embedding, Named Entity Recognition, Text Classificatin, Text Generation, Text Similarity, Machine Translation)，etc. ",Python,1634,376,"['deep-learning', 'paper']",2019-04-22 12:27:35+00:00,2026-02-11 17:42:41+00:00,https://github.com/msgi/nlp-journey
415020649,Vincentqyw/cv-arxiv-daily,🎓Automatically Update CV Papers Daily using Github Actions,Python,1463,570,"['cv', 'paper', 'robotics', 'slam', 'sfm', 'arxiv', 'deep-learning', 'paperwithcode', 'image-matching', '3d-reconstruction', 'structure-from-motion', 'nerf', 'lidar', 'localization', 'mapping']",2021-10-08 14:35:41+00:00,2026-04-21 02:00:09+00:00,https://github.com/Vincentqyw/cv-arxiv-daily
337992319,DirtyHarryLYL/Transformer-in-Vision,Recent Transformer-based CV and related works.,,1343,142,"['transformer', 'vision-transformers', 'computer-vision', 'self-attention', 'multi-modal', 'visual-language', 'deep-learning', 'paper']",2021-02-11 10:11:28+00:00,2023-08-22 15:15:34+00:00,https://github.com/DirtyHarryLYL/Transformer-in-Vision
86965622,patrick-llgc/Learning-Deep-Learning,Paper reading notes on Deep Learning and Machine Learning,Jupyter Notebook,1257,181,"['deep-learning', 'paper', 'literature-review', 'machine-learning', 'computer-vision', 'cnn', 'paper-reading', 'paper-review', 'reinforcement-learning', 'medical', 'medical-imaging', 'point-cloud', '3d-object-detection', '3d-object-recognition']",2017-04-02 05:29:55+00:00,2026-04-23 03:00:07+00:00,https://github.com/patrick-llgc/Learning-Deep-Learning
126593926,roomylee/awesome-relation-extraction,"📖 A curated list of awesome resources dedicated to Relation Extraction, one of the most important tasks in Natural Language Processing (NLP).",,1226,135,"['awesome', 'relation-extraction', 'relation-classification', 'distant-supervision', 'deep-learning', 'natural-language-processing', 'nlp', 'paper', 'machine-learning', 'semeval-2010', 'new-york-times', 'state-of-the-art', 'acl', 'emnlp', 'naacl', 'aaai', 'nips', 'trends']",2018-03-24 11:44:29+00:00,2022-01-27 14:46:32+00:00,https://github.com/roomylee/awesome-relation-extraction
316696543,braindotai/Watermark-Removal-Pytorch,🔥 CNN for Watermark Removal using Deep Image Prior with Pytorch 🔥.,Jupyter Notebook,1138,166,"['deep-image-priors', 'watermark-removal', 'pytorch', 'watermark', 'skip-connections', 'artefacts-removal', 'paper', 'restoration-tasks', 'deep-learning']",2020-11-28 09:13:00+00:00,2024-10-15 09:45:41+00:00,https://github.com/braindotai/Watermark-Removal-Pytorch
142219189,tensorflow/lingvo,Lingvo,Python,2862,450,"['speech-recognition', 'translation', 'speech-to-text', 'machine-translation', 'mnist', 'seq2seq', 'language-model', 'tts', 'asr', 'lm', 'nlp', 'tensorflow', 'speech', 'research', 'distributed', 'gpu-computing', 'speech-synthesis']",2018-07-24 22:30:28+00:00,2026-04-21 18:21:30+00:00,https://github.com/tensorflow/lingvo
444014506,Nachimak28/awesome-list-of-awesomes,"A curated list of all the Awesome --Topic Name-- lists I've found till date relevant to Data lifecycle, ML and DL.",,345,48,"['deep-learning', 'papers', 'transfer-learning', 'machine-learning', 'data-science', 'distributed-systems', 'microservices', 'research', 'tools', 'ai', 'ml', 'dl', 'computer-vision', 'natural-language-processing', 'cv', 'nlp']",2022-01-03 10:04:10+00:00,2023-11-13 07:31:25+00:00,https://github.com/Nachimak28/awesome-list-of-awesomes
136591338,gentaiscool/code-switching-papers,A curated list of research papers and resources on code-switching,,337,40,"['nlp', 'code-switching', 'papers', 'research', 'code-mixing', 'code-switch', 'code-mixed', 'bilingual', 'speech', 'language']",2018-06-08 08:38:26+00:00,2026-01-31 17:16:34+00:00,https://github.com/gentaiscool/code-switching-papers
601877022,louisfb01/best_AI_papers_2023,"A curated list of the latest breakthroughs in AI (in 2023) by release date with a clear video explanation, link to a more in-depth article, and code.",,252,23,"['ai', 'artificial-intelligence', 'computer-vision', 'machine-learning', 'ml', 'nlp', 'paper', 'papers', 'python', 'research', 'state-of-the-art']",2023-02-15 02:28:51+00:00,2023-12-24 18:19:31+00:00,https://github.com/louisfb01/best_AI_papers_2023
183990998,zhufz/nlp_research,NLP research：基于tensorflow的nlp深度学习项目，支持文本分类/句子匹配/序列标注/文本生成 四大任务,Python,197,48,"['nlp', 'classification', 'match', 'ner', 'capsule', 'transformer', 'research', 'dcnn', 'dpcnn', 'fast-text', 'text-cnn', 'word2vec', 'bert', 'esim', 'abcnn', 'match-pyramid', 'irqa', 'kbqa', 'fasttext', 'elmo']",2019-04-29 03:07:42+00:00,2024-06-17 22:46:27+00:00,https://github.com/zhufz/nlp_research
101369194,ymym3412/acl-papers,paper summary of Association for Computational Linguistics,,185,10,"['nlp', 'paper', 'research', 'acl', 'summary', 'arxivtimes']",2017-08-25 05:27:57+00:00,2019-09-16 08:17:23+00:00,https://github.com/ymym3412/acl-papers
670478539,seanghay/awesome-khmer-language,A large collection of Khmer language resources. Khmer is a language used by Cambodia.,Python,177,37,"['cambodia', 'cambodian', 'g2p', 'khmer', 'khmer-language', 'nlp', 'segmentation', 'seq2seq', 'transformer', 'khmer-dataset', 'khmer-nlp', 'khmer-resource', 'research', 'khmer-research', 'ai', 'machine-learning']",2023-07-25 06:32:23+00:00,2026-03-20 16:43:15+00:00,https://github.com/seanghay/awesome-khmer-language
356380813,geekjr/quickai,QuickAI is a Python library that makes it extremely easy to experiment with state-of-the-art Machine Learning models.,Python,162,17,"['ai', 'dl', 'ml', 'python', 'neural-network', 'nlp', 'easy-to-use', 'fast', 'research', 'tensorflow2', 'pytorch', 'huggingface-transformers', 'gpt', 'gpt-neo', 'bert', 'artificial-intelligence', 'quickai', 'yolo', 'object-detection', 'deep-learning']",2021-04-09 19:39:56+00:00,2026-02-05 12:32:34+00:00,https://github.com/geekjr/quickai
108233339,TiesdeKok/Python_NLP_Tutorial,This repository provides everything to get started with Python for Text Mining / Natural Language Processing (NLP),Jupyter Notebook,128,66,"['nlp', 'natural-language-processing', 'text-mining', 'computational-linguistics', 'textual-analysis', 'spacy', 'nltk', 'python', 'textblob', 'research']",2017-10-25 07:10:26+00:00,2020-06-05 03:28:50+00:00,https://github.com/TiesdeKok/Python_NLP_Tutorial
451129628,wandb/Groundbreaking-Papers,"ML Research paper summaries, annotated papers and implementation walkthroughs",,113,9,"['machinelearning', 'deeplearning', 'research', 'computervision', 'nlp', 'pytorch']",2022-01-23 14:30:32+00:00,2022-03-14 20:42:22+00:00,https://github.com/wandb/Groundbreaking-Papers
444768334,stephenleo/stripnet,STriP Net: Semantic Similarity of Scientific Papers (S3P) Network,HTML,86,8,"['nlp', 'semantic-similarity', 'topic-modeling', 'network-analysis', 'research', 'scientific-publications', 'natural-language-processing', 'data-science']",2022-01-05 10:53:48+00:00,2022-06-13 02:37:39+00:00,https://github.com/stephenleo/stripnet
87008106,Hyperparticle/graph-nlu,Graph NLU is a natural language understanding tool that leverages the power of graph databases,Jupyter Notebook,85,29,"['neo4j', 'jupyter', 'ipython', 'natural-language', 'nlp', 'nlu', 'machine-learning', 'research']",2017-04-02 18:51:47+00:00,2017-12-09 12:08:49+00:00,https://github.com/Hyperparticle/graph-nlu
